dma_name,geometry,pipe_size
DM-13-05-01-03,POINT (678097.1706001143 1513471.367999997),300.0
DM-13-05-01-02,POINT (680377.9835001226 1513694.178399998),300.0
DM-13-05-01-01,POINT (678181.3034001151 1514709.048199997),400.0
DM-13-04-09-02,POINT (676708.9967001112 1516332.136299998),300.0
DM-13-04-09-01,POINT (676701.4148001109 1516311.967499996),300.0
DM-13-04-08-02,POINT (678029.290500114 1515305.290099999),300.0
DM-13-04-08-01,POINT (678127.8205001166 1514414.370599998),300.0
DM-13-04-07-01,POINT (677090.7733001128 1512711.923599996),300.0
DM-13-04-06-02,POINT (676679.6358001106 1511632.159499996),300.0
DM-13-04-06-01,POINT (677315.0154001132 1512689.093499996),300.0
DM-13-04-05-01,POINT (675685.8508001062 1512753.286299996),300.0
DM-13-04-04-02,POINT (676651.3893001095 1511656.109999997),300.0
DM-13-04-04-01,POINT (675693.6499001061 1512733.473799996),300.0
DM-13-04-03-01,POINT (675235.3339001057 1512765.848599996),300.0
DM-13-04-02-01,POINT (673866.3130001015 1512212.797999998),300.0
DM-13-04-01-03,POINT (675435.1206001063 1511795.115199999),300.0
DM-13-04-01-02,POINT (674862.679400106 1511903.205299997),300.0
DM-13-04-01-01,POINT (676650.3684001095 1511555.400499996),150.0
DM-13-03-06-02,POINT (684263.2752001376 1517616.869399998),400.0
DM-13-03-06-01,POINT (682863.9798001325 1517521.239799999),300.0
DM-13-03-05-02,POINT (683845.5387001372 1512485.031799997),400.0
DM-13-03-04-03,POINT (683741.4408001346 1515487.170799998),0.0
DM-13-03-04-02,POINT (683028.4129001313 1516152.373199996),0.0
DM-13-03-04-01,POINT (682868.8603001311 1517499.803999998),300.0
DM-13-03-03-02,POINT (680447.3245001235 1517262.008899997),300.0
DM-13-03-03-01,POINT (680459.9701001249 1517238.420899997),300.0
DM-13-03-02-02,POINT (678744.6967001171 1516961.693099997),300.0
DM-13-03-02-01,POINT (678732.2182001161 1516930.550499997),300.0
DM-13-03-01-02,POINT (678085.8640001141 1516692.398399998),200.0
DM-13-03-01-01,POINT (678092.2490001153 1516667.914199999),300.0
DM-13-02-08-01,POINT (672326.3775000963 1509856.370199998),0.0
DM-13-02-07-02,POINT (673469.830900101 1511426.573999996),300.0
DM-13-02-06-03,POINT (672188.0667000973 1511292.2211),
DM-13-02-06-02,POINT (672334.6831000964 1509636.697699996),0.0
DM-13-02-06-01,POINT (672213.9636000951 1510998.535999998),300.0
DM-13-02-05-02,POINT (673795.0067001012 1514357.017499996),100.0
DM-13-02-05-01,POINT (674157.2291001015 1513439.373699997),0.0
DM-13-02-04-05,POINT (673631.3002001003 1511825.689599999),300.0
DM-13-02-03-02,POINT (673188.3922000978 1515602.299799996),300.0
DM-13-02-03-01,POINT (673529.7230001014 1514901.303899996),200.0
DM-13-02-01-02,POINT (673075.7392000989 1515828.237999997),300.0
DM-13-02-01-01,POINT (673048.8778000994 1515887.318899998),300.0
DM-13-01-06-01,POINT (674103.4404001005 1516402.462299997),300.0
DM-13-01-05-02,POINT (674188.145200101 1513442.244799997),300.0
DM-13-01-05-01,POINT (673816.6521001023 1514373.679099997),300.0
DM-13-01-04-05,POINT (676316.3526001099 1516270.562699996),0.0
DM-13-01-04-02,POINT (675891.8624001064 1516219.731499997),300.0
DM-13-01-04-01,POINT (675895.0568001079 1516236.320099997),300.0
DM-13-01-03-03,POINT (674564.3035001026 1515224.971499997),200.0
DM-13-01-03-02,POINT (675153.4763001063 1516138.801599996),300.0
DM-13-01-03-01,POINT (675167.2988001038 1516154.964199997),300.0
DM-13-01-01-03,POINT (674602.8893001024 1516162.801299998),
DM-13-01-01-02,POINT (673851.5558001035 1516512.205499996),300.0
DM-13-01-01-01,POINT (673206.8685000984 1515627.153699996),300.0
DM-12-07-08-01,POINT (680851.4790001252 1530597.953999997),300.0
DM-12-07-07-02,POINT (680807.6875001235 1524309.186599996),100.0
DM-12-07-07-01,POINT (683564.2807001348 1526049.653799996),300.0
DM-12-07-06-01,POINT (682759.0753001318 1525722.188399997),300.0
DM-12-07-05-01,POINT (681678.5737001261 1528403.140699995),300.0
DM-12-07-04-02,POINT (681482.9431001248 1528790.994199997),400.0
DM-12-07-04-01,POINT (680950.8592001243 1530235.982199996),0.0
DM-12-07-03-03,POINT (680581.686300123 1528411.135599998),300.0
DM-12-07-03-02,POINT (679124.1149001191 1529115.761499997),300.0
DM-12-07-03-01,POINT (679515.0059001199 1530061.544899996),400.0
DM-12-07-02-03,POINT (680797.742000124 1530324.946999996),400.0
DM-12-07-02-02,POINT (680211.5070001216 1531742.560599998),400.0
DM-12-07-02-01,POINT (679819.0912001205 1531233.117599996),300.0
DM-12-07-01-02,POINT (679803.4021001194 1531246.690999997),300.0
DM-12-06-10-02,POINT (678316.173700116 1522543.441399998),
DM-12-06-10-01,POINT (679868.2590001206 1523760.201599997),300.0
DM-12-06-09-01,POINT (681627.6865001265 1526318.688499997),400.0
DM-12-06-08-01,POINT (681176.1294001264 1524731.189899996),300.0
DM-12-06-07-02,POINT (680617.0651001241 1524235.504799995),100.0
DM-12-06-07-01,POINT (680790.9155001262 1524335.554899997),300.0
DM-12-06-06-01,POINT (679857.7946001203 1523784.018799996),300.0
DM-12-06-05-01,POINT (678301.2896001154 1522565.767799997),300.0
DM-12-06-04-01,POINT (678015.5414001148 1524290.064499997),300.0
DM-12-06-03-02,POINT (678586.4094001171 1525164.016599996),400.0
DM-12-06-03-01,POINT (678452.0415001148 1524957.996499998),250.0
DM-12-06-02-02,POINT (678276.4617001141 1526231.260599997),300.0
DM-12-06-02-01,POINT (678203.5404001137 1526908.451699996),300.0
DM-12-06-01-02,POINT (680029.5672001222 1528471.905299999),300.0
DM-12-06-01-01,POINT (678644.3074001175 1527950.154899998),0.0
DM-12-05-10-01,POINT (679487.3476001183 1530073.211299998),300.0
DM-12-05-09-01,POINT (677994.5457001149 1524311.174499996),400.0
DM-12-05-08-02,POINT (676391.6986001085 1528690.002099996),300.0
DM-12-05-07-01,POINT (678544.2491001177 1525568.188399997),150.0
DM-12-05-06-02,POINT (678311.900600116 1526079.681399996),300.0
DM-12-05-05-02,POINT (678175.1639001134 1526918.407399997),150.0
DM-12-05-05-01,POINT (676346.8046001081 1528651.523899997),300.0
DM-12-05-04-01,POINT (678617.7568001152 1527960.435399997),300.0
DM-12-05-03-01,POINT (678991.567700116 1528868.921399997),300.0
DM-12-05-02-01,POINT (676450.9919001093 1530163.974199996),300.0
DM-12-04-09-01,POINT (676987.2254001098 1522940.267299997),300.0
DM-12-04-08-01,POINT (676345.024400109 1523306.707899998),300.0
DM-12-04-07-01,POINT (675818.4913001057 1523598.157299996),300.0
DM-12-04-06-02,POINT (674563.1580001031 1524303.818799998),250.0
DM-12-04-06-01,POINT (674964.6768001044 1524079.181299996),300.0
DM-12-04-05-02,POINT (673847.0788001011 1522072.364399996),400.0
DM-12-04-05-01,POINT (674095.4374001031 1524570.228499996),300.0
DM-12-04-04-02,POINT (672728.2048000998 1521842.896299998),300.0
DM-12-04-04-01,POINT (673844.3016001009 1522054.3394),300.0
DM-12-04-03-01,POINT (672381.0351000989 1522714.394399997),300.0
DM-12-04-02-03,POINT (672135.2628000954 1524160.647099997),200.0
DM-12-04-02-02,POINT (673662.2004001011 1524809.249699998),300.0
DM-12-04-02-01,POINT (673223.6966000982 1525063.075299998),300.0
DM-12-04-01-02,POINT (672812.0253000986 1525291.860499998),250.0
DM-12-04-01-01,POINT (671966.040100094 1525768.273699997),250.0
DM-12-03-11-01,POINT (677460.8553001122 1522706.073399997),200.0
DM-12-03-10-01,POINT (677007.3026001115 1522961.843599996),300.0
DM-12-03-09-02,POINT (676682.3562001111 1523145.321799995),300.0
DM-12-03-09-01,POINT (676127.2977001074 1524879.404499999),300.0
DM-12-03-08-02,POINT (675977.6434001088 1525506.668599999),0.0
DM-12-03-08-01,POINT (676264.6953001121 1525961.034299998),300.0
DM-12-03-07-01,POINT (676263.8633001079 1524433.018699997),300.0
DM-12-03-06-02,POINT (676107.589800108 1524881.367799995),200.0
DM-12-03-06-01,POINT (675957.6614001067 1525514.809699997),300.0
DM-12-03-05-01,POINT (675833.8288001081 1523620.850299996),300.0
DM-12-03-04-02,POINT (674966.1330001047 1524110.675699999),300.0
DM-12-03-04-01,POINT (674576.5490001034 1524330.584899997),300.0
DM-12-03-03-01,POINT (674568.2822001039 1524335.220799995),250.0
DM-12-03-02-02,POINT (673667.1598000985 1524837.270999997),300.0
DM-12-03-02-01,POINT (674255.0936001034 1525618.952599999),200.0
DM-12-03-01-02,POINT (673225.4443001006 1525090.435999997),0.0
DM-12-03-01-01,POINT (671976.9369000953 1525792.579299997),300.0
DM-12-02-08-02,POINT (675039.7682001054 1527202.058799997),300.0
DM-12-02-08-01,POINT (677142.6149001122 1526187.003199996),300.0
DM-12-02-07-02,POINT (674662.1599001035 1526521.210499997),300.0
DM-12-02-07-01,POINT (675397.6160001059 1528015.948299997),300.0
DM-12-02-06-01,POINT (672600.2429000963 1526581.8625),300.0
DM-12-02-05-01,POINT (672549.2800000957 1527318.668699996),300.0
DM-12-02-04-01,POINT (672546.0914000957 1527909.542099996),300.0
DM-12-02-02-01,POINT (672534.8719000958 1527324.937999996),300.0
DM-12-02-01-01,POINT (672531.5380000958 1527915.916499999),300.0
DM-12-01-08-01,POINT (675621.9508001052 1529344.361399999),300.0
DM-12-01-07-01,POINT (676367.577600109 1530199.063999996),300.0
DM-12-01-06-01,POINT (674038.4880001001 1529870.941799996),300.0
DM-12-01-05-02,POINT (674871.0532001033 1529615.876699998),400.0
DM-12-01-05-01,POINT (674050.6922001045 1529903.792999997),300.0
DM-12-01-04-02,POINT (672549.4137000968 1528782.748199997),300.0
DM-12-01-03-02,POINT (672051.6071000949 1529692.401399996),300.0
DM-12-01-02-02,POINT (673208.2026000984 1530335.785899998),300.0
DM-12-01-02-01,POINT (672233.8592000969 1530782.909099999),300.0
DM-12-01-01-02,POINT (672241.6484000962 1530836.340299996),300.0
DM-11-08-08-02,POINT (651005.4324000499 1510299.278999998),300.0
DM-11-08-08-01,POINT (649835.6644000477 1509991.972799998),300.0
DM-11-08-07-01,POINT (652073.1780000492 1511369.074099999),300.0
DM-11-07-53-05,POINT (647440.700400043 1519186.103499996),
DM-11-07-52-02,POINT (647439.1526000433 1519013.396199997),
DM-11-07-47-02,POINT (647432.1426000416 1520202.702699998),
DM-11-06-09-04,POINT (652020.1513000492 1510286.173299998),0.0
DM-11-06-09-02,POINT (652257.2585000498 1509247.980099998),300.0
DM-11-06-09-01,POINT (653646.5629000524 1511811.009499998),0.0
DM-11-03-06-01,POINT (657409.0551000605 1517196.952199997),300.0
DM-07-07-11-01,POINT (683411.2203001345 1525140.121899996),400.0
DM-07-07-10-01,POINT (681099.3265001248 1523817.384899996),200.0
DM-07-07-09-01,POINT (679996.0401001212 1523166.518799996),300.0
DM-07-07-08-01,POINT (679061.3169001187 1522905.244099997),0.0
DM-07-07-07-03,POINT (683559.1089001356 1521750.538799995),300.0
DM-07-07-07-02,POINT (684348.8020001369 1524619.867299997),300.0
DM-07-07-07-01,POINT (684284.2418001362 1525585.035899996),100.0
DM-07-07-06-02,POINT (682963.3829001311 1522858.055899996),300.0
DM-07-07-06-01,POINT (682642.462500132 1524647.734099997),300.0
DM-07-07-05-01,POINT (681729.9651001268 1524124.640499996),150.0
DM-07-07-04-02,POINT (680909.2934001244 1523656.417699997),300.0
DM-07-07-04-01,POINT (680642.3306001229 1523503.716099996),300.0
DM-07-07-03-01,POINT (680011.4276001202 1523145.422299996),300.0
DM-07-07-02-02,POINT (678919.8117001175 1521650.475399999),
DM-07-07-01-01,POINT (677921.0869001164 1521982.253499997),300.0
DM-07-06-11-01,POINT (679155.0110001176 1518150.475199996),300.0
DM-07-06-10-01,POINT (678362.3969001144 1518704.352899998),300.0
DM-07-06-09-01,POINT (678375.7645001154 1518726.186399998),300.0
DM-07-06-08-01,POINT (678386.8868001156 1518720.887499997),300.0
DM-07-06-07-01,POINT (679370.0822001178 1517657.449499998),300.0
DM-07-06-06-01,POINT (680863.932200126 1517786.398799999),0.0
DM-07-06-05-01,POINT (681831.5264001304 1517867.545299995),200.0
DM-07-06-04-03,POINT (684143.0350001354 1518294.350499997),300.0
DM-07-06-04-02,POINT (683568.9120001344 1517820.178699996),300.0
DM-07-06-04-01,POINT (682704.9368001309 1517820.802299997),0.0
DM-07-06-03-04,POINT (682519.5905001308 1518935.708899999),300.0
DM-07-06-03-03,POINT (683321.173400132 1518859.113899996),300.0
DM-07-06-03-02,POINT (683432.515800134 1521783.528099996),300.0
DM-07-06-03-01,POINT (679366.7099001205 1519286.667499998),300.0
DM-07-06-02-03,POINT (680096.5424001222 1519232.691199995),400.0
DM-07-06-02-02,POINT (681088.5974001266 1519093.805699996),400.0
DM-07-06-02-01,POINT (680046.5072001208 1520284.595399998),300.0
DM-07-06-01-02,POINT (677932.6061001143 1519614.355599997),400.0
DM-07-05-15-01,POINT (668351.9593000863 1517405.679199995),300.0
DM-07-05-14-01,POINT (668553.5765000854 1517285.713199996),150.0
DM-07-05-13-03,POINT (668370.3206000847 1517437.829899997),300.0
DM-07-05-13-02,POINT (668357.1444000861 1517443.301799997),300.0
DM-07-05-13-01,POINT (668685.1527000867 1518087.574399999),300.0
DM-07-05-12-03,POINT (671094.3183000957 1516244.302899997),600.0
DM-07-05-11-04,POINT (669037.2521000871 1517180.006699997),300.0
DM-07-05-11-03,POINT (669418.4614000893 1517200.185199999),300.0
DM-07-05-11-02,POINT (669875.9685000899 1517005.475299996),300.0
DM-07-05-11-01,POINT (670602.9692000925 1516695.123399998),300.0
DM-07-05-10-03,POINT (671159.6037000916 1516215.921899998),300.0
DM-07-05-10-02,POINT (672334.0396000948 1516585.624299997),
DM-07-05-09-02,POINT (671801.3792000939 1516969.679299999),300.0
DM-07-05-09-01,POINT (671153.923700094 1517437.682999998),300.0
DM-07-05-08-01,POINT (670608.5247000901 1516721.199499998),400.0
DM-07-05-07-01,POINT (669883.8836000904 1517026.047599998),400.0
DM-07-05-06-02,POINT (670553.6817000899 1517864.455699998),0.0
DM-07-05-06-01,POINT (669955.7314000903 1518291.951099996),300.0
DM-07-05-05-02,POINT (669426.8536000882 1517219.421799998),300.0
DM-07-05-05-01,POINT (669351.9821000902 1518723.102999998),300.0
DM-07-05-04-02,POINT (669031.7336000873 1517198.752099999),300.0
DM-07-05-04-01,POINT (668721.5674000853 1518095.065699997),300.0
DM-07-05-03-01,POINT (668719.1312000862 1518112.5601),300.0
DM-07-05-02-03,POINT (668764.594300085 1518971.231799996),300.0
DM-07-05-02-02,POINT (668530.4804000843 1519304.480299997),300.0
DM-07-05-02-01,POINT (668519.181200085 1519312.555099998),300.0
DM-07-04-19-01,POINT (677171.0740001106 1520882.878499997),300.0
DM-07-04-18-01,POINT (674722.5182001032 1520025.673699996),0.0
DM-07-04-16-05,POINT (674692.2708001025 1517807.712199998),300.0
DM-07-04-16-04,POINT (674684.4929001055 1517810.871799997),300.0
DM-07-04-15-01,POINT (675644.1496001063 1519222.318099997),0.0
DM-07-04-14-01,POINT (677567.2334001143 1517306.742099997),0.0
DM-07-04-13-02,POINT (677481.869400112 1518304.1782),0.0
DM-07-04-13-01,POINT (676412.4740001082 1519195.296999997),300.0
DM-07-04-12-01,POINT (675038.6331001066 1519169.388899997),300.0
DM-07-04-11-03,POINT (673987.7140001014 1519263.540299999),300.0
DM-07-04-11-01,POINT (672968.3508000993 1519549.976099996),
DM-07-04-10-01,POINT (676356.2876001098 1519226.550399997),300.0
DM-07-04-09-01,POINT (676953.7924001105 1519815.291999996),300.0
DM-07-04-08-01,POINT (673452.2012000995 1519510.118599998),300.0
DM-07-04-07-01,POINT (673927.3760001012 1520151.272599999),0.0
DM-07-04-06-01,POINT (675734.2843001082 1519663.784199997),0.0
DM-07-04-05-01,POINT (676964.1996001101 1519883.375799998),300.0
DM-07-04-04-02,POINT (674085.4444001012 1520862.631799997),0.0
DM-07-04-04-01,POINT (674100.0577001023 1520878.253099997),0.0
DM-07-04-03-03,POINT (675266.9244001054 1521753.086099997),300.0
DM-07-04-03-02,POINT (675282.0979001058 1521754.901999998),0.0
DM-07-04-03-01,POINT (674785.974200106 1520219.268399996),0.0
DM-07-04-02-02,POINT (676041.1157001087 1521849.735699997),300.0
DM-07-04-02-01,POINT (676955.7803001095 1521959.656599997),300.0
DM-07-04-01-01,POINT (677889.8957001154 1522052.666799998),0.0
DM-07-01-11-02,POINT (672566.8541000974 1517473.471199999),300.0
DM-07-01-11-01,POINT (672566.9964000961 1517485.174599996),300.0
DM-07-01-09-05,POINT (671345.4188000923 1517375.2977),300.0
DM-07-01-09-04,POINT (671608.9728000949 1518722.255599999),300.0
DM-07-01-09-03,POINT (672346.6411000967 1516612.719799997),300.0
DM-07-01-09-02,POINT (671810.2702000947 1516998.269799996),0.0
DM-07-01-09-01,POINT (671345.169300093 1517370.601799998),300.0
DM-07-01-08-02,POINT (672796.402200097 1519177.273799998),250.0
DM-07-01-08-01,POINT (671607.3618000953 1518717.056399997),300.0
DM-07-01-07-02,POINT (671405.5914000937 1518088.990399997),300.0
DM-07-01-07-01,POINT (671078.6760000929 1518705.936199998),0.0
DM-07-01-06-03,POINT (670451.3470000911 1520088.913899996),
DM-07-01-06-02,POINT (670582.5498000918 1517880.744299999),300.0
DM-07-01-06-01,POINT (670569.3776000934 1517889.9459),300.0
DM-07-01-05-04,POINT (669981.3961000887 1518308.319699998),300.0
DM-07-01-05-03,POINT (669967.8295000903 1518317.933999997),300.0
DM-07-01-05-02,POINT (669949.0946000903 1519185.970199998),0.0
DM-07-01-05-01,POINT (670067.6386000911 1520150.860799997),
DM-07-01-04-04,POINT (669623.5028000879 1518580.429299999),0.0
DM-07-01-04-03,POINT (670055.2155000905 1520166.537999998),
DM-07-01-04-02,POINT (669357.708700089 1518751.658799998),0.0
DM-07-01-04-01,POINT (669345.440100088 1518760.573499997),0.0
DM-07-01-03-01,POINT (668966.1844000859 1519028.400899998),300.0
DM-07-01-02-02,POINT (668555.9534000857 1519320.337499999),300.0
DM-07-01-02-01,POINT (668542.8505000853 1519329.740399997),300.0
DM-07-01-01-02,POINT (667755.7293000822 1519810.244599998),300.0
DM-07-01-01-01,POINT (667730.624700083 1519815.532099998),300.0
DM-06-06-09-03,POINT (664910.7381000766 1520711.348799996),300.0
DM-06-06-09-02,POINT (666592.5419000791 1520600.138299997),200.0
DM-06-06-09-01,POINT (665624.803400077 1520916.805299999),300.0
DM-06-06-08-01,POINT (664047.1675000738 1521326.059399999),300.0
DM-06-06-07-03,POINT (666632.7148000812 1520637.894199998),300.0
DM-06-06-07-02,POINT (666665.6587000828 1520579.598799998),300.0
DM-06-06-07-01,POINT (666737.3861000796 1521129.0591),300.0
DM-06-06-06-04,POINT (665642.8345000787 1520978.342999999),300.0
DM-06-06-06-02,POINT (666722.8433000809 1521142.590199998),300.0
DM-06-06-05-03,POINT (664755.6395000766 1521286.000299996),300.0
DM-06-06-05-01,POINT (664699.1753000787 1521306.077199998),300.0
DM-06-06-04-01,POINT (666773.8879000803 1521504.515199998),300.0
DM-06-06-03-02,POINT (666412.1563000788 1521373.923299998),0.0
DM-06-06-03-01,POINT (666476.0524000812 1522170.828399998),150.0
DM-06-06-02-01,POINT (665295.0562000764 1522737.506499999),200.0
DM-06-06-01-03,POINT (665027.1683000771 1522149.802099998),300.0
DM-06-06-01-02,POINT (664989.977500079 1521905.189099997),200.0
DM-06-06-01-01,POINT (666208.359300082 1522292.291699997),0.0
DM-06-05-10-02,POINT (663616.5255000744 1521739.044799999),300.0
DM-06-05-10-01,POINT (663604.6425000746 1521756.039699999),300.0
DM-06-05-09-03,POINT (663615.2365000735 1522094.9249),200.0
DM-06-05-09-02,POINT (663144.5532000735 1522942.381199998),200.0
DM-06-05-09-01,POINT (663133.594700073 1522954.305299997),200.0
DM-06-05-08-01,POINT (662828.5710000715 1523220.204899997),300.0
DM-06-05-07-02,POINT (664062.1563000744 1523693.162799996),300.0
DM-06-05-07-01,POINT (663509.9413000732 1523757.790699997),300.0
DM-06-05-06-01,POINT (663196.4897000709 1524023.840999997),200.0
DM-06-05-05-03,POINT (664744.2953000769 1523393.336299997),300.0
DM-06-05-05-02,POINT (664894.1703000765 1523300.1829),300.0
DM-06-05-05-01,POINT (665149.7425000754 1524952.569599996),200.0
DM-06-05-04-02,POINT (663805.3698000731 1524281.795399997),200.0
DM-06-05-04-01,POINT (663437.9702000725 1524487.147799999),0.0
DM-06-05-03-03,POINT (663807.9106000725 1524297.752899999),300.0
DM-06-05-03-02,POINT (664518.8036000746 1523901.522599998),300.0
DM-06-05-03-01,POINT (663811.6349000735 1525048.846399997),300.0
DM-06-05-02-02,POINT (663377.5989000745 1524422.754499997),200.0
DM-06-05-02-01,POINT (673224.6366000996 1530367.284599999),200.0
DM-06-05-01-03,POINT (665336.9241000777 1525441.739399996),200.0
DM-06-05-01-02,POINT (665407.5407000768 1525417.077899997),300.0
DM-06-05-01-01,POINT (663941.3077000752 1525232.657899998),300.0
DM-06-04-08-02,POINT (667477.7517000837 1517807.567399998),300.0
DM-06-04-08-01,POINT (667248.952000081 1519375.572799997),0.0
DM-06-04-07-03,POINT (666409.7783000795 1519012.219299997),300.0
DM-06-04-07-02,POINT (667160.6592000821 1518961.138099997),300.0
DM-06-04-07-01,POINT (667228.2291000828 1519377.959199997),0.0
DM-06-04-06-05,POINT (665979.1136000808 1519499.679099997),0.0
DM-06-04-06-03,POINT (666214.6309000805 1518553.758099997),300.0
DM-06-04-06-02,POINT (666095.8412000792 1520067.073399998),
DM-06-04-06-01,POINT (666033.0099000789 1520071.069399996),300.0
DM-06-04-05-04,POINT (664743.359300076 1520236.145899998),200.0
DM-06-04-05-03,POINT (664621.2507000756 1519518.925899997),300.0
DM-06-04-05-02,POINT (665156.968300076 1518779.833199997),300.0
DM-06-04-05-01,POINT (664899.3233000771 1520274.059999997),200.0
DM-06-04-04-04,POINT (664727.604700075 1520231.682299997),0.0
DM-06-04-04-03,POINT (663986.6905000743 1519268.542499997),300.0
DM-06-04-04-02,POINT (664280.3519000754 1519140.005999998),300.0
DM-06-04-03-02,POINT (667399.7857000821 1519875.551099999),0.0
DM-06-04-03-01,POINT (666581.4698000823 1520229.261299998),0.0
DM-06-04-02-03,POINT (665559.8776000781 1520497.747399997),0.0
DM-06-04-01-04,POINT (664019.9911000737 1520702.570799997),200.0
DM-06-04-01-03,POINT (665543.3358000772 1520504.069599996),0.0
DM-06-04-01-02,POINT (664822.5292000761 1520560.787999999),0.0
DM-06-04-01-01,POINT (664396.0638000739 1520847.912699997),150.0
DM-06-03-08-03,POINT (663920.9031000725 1520132.662999998),300.0
DM-06-03-08-01,POINT (663108.1214000739 1520746.277699997),100.0
DM-06-03-07-01,POINT (663095.0329000729 1520761.510499998),200.0
DM-06-03-06-02,POINT (663797.3549000747 1520575.832699997),0.0
DM-06-03-05-01,POINT (662767.5310000734 1520845.787599997),250.0
DM-06-03-04-02,POINT (663209.3243000736 1521170.647499999),300.0
DM-06-03-04-01,POINT (663237.723100072 1521418.087899998),300.0
DM-06-03-03-03,POINT (662616.8685000711 1521918.2429),200.0
DM-06-03-03-02,POINT (663221.1514000727 1521415.719499998),200.0
DM-06-03-03-01,POINT (662770.0105000715 1522183.009799998),150.0
DM-06-03-02-02,POINT (662607.1243000703 1521934.071699998),300.0
DM-06-03-02-01,POINT (662761.0722000713 1522197.349999998),300.0
DM-06-03-01-01,POINT (662257.5799000704 1522430.114799999),300.0
DM-06-02-07-03,POINT (663619.7688000727 1519149.799099998),300.0
DM-06-02-06-02,POINT (663247.0307000733 1519163.071099998),0.0
DM-06-02-06-01,POINT (662949.8360000707 1519707.052799998),300.0
DM-06-02-05-02,POINT (662369.3646000712 1519531.732499997),150.0
DM-06-02-05-01,POINT (662636.0807000708 1519895.399499998),200.0
DM-06-02-04-02,POINT (663452.9751000721 1519416.233599998),200.0
DM-06-02-04-01,POINT (662966.8389000684 1519713.114799998),200.0
DM-06-02-03-03,POINT (663530.5723000723 1519521.883499999),0.0
DM-06-02-03-02,POINT (663528.1713000718 1519518.460299998),200.0
DM-06-02-03-01,POINT (663354.8123000722 1519661.307699999),0.0
DM-06-02-02-01,POINT (662834.7085000703 1520075.317999999),300.0
DM-06-02-01-02,POINT (662634.4691000727 1519916.730899997),300.0
DM-06-02-01-01,POINT (662803.5835000707 1520131.208899998),300.0
DM-06-01-06-02,POINT (662055.2941000696 1519762.260399997),200.0
DM-06-01-06-01,POINT (662036.6247000699 1519769.153899997),300.0
DM-06-01-05-04,POINT (662195.2455000714 1520460.239499997),300.0
DM-06-01-05-03,POINT (662180.5518000682 1520461.661799998),200.0
DM-06-01-05-01,POINT (661794.2395000681 1520703.816699998),200.0
DM-06-01-04-02,POINT (662676.147400072 1520835.045699998),200.0
DM-06-01-04-01,POINT (662684.1801000724 1521235.455699998),200.0
DM-06-01-03-03,POINT (662027.8947000704 1519649.138099998),300.0
DM-06-01-03-02,POINT (661702.2907000696 1520275.140999998),300.0
DM-06-01-03-01,POINT (661762.9044000698 1520653.412899998),300.0
DM-06-01-02-02,POINT (662687.9319000723 1521301.884499998),300.0
DM-06-01-01-01,POINT (661957.3276000712 1521914.771799998),200.0
DM-05-05-14-02,POINT (666988.1873000826 1512265.571099997),300.0
DM-05-05-14-01,POINT (666030.6952000788 1512208.198399997),300.0
DM-05-05-13-01,POINT (666508.9358000814 1512531.658099998),300.0
DM-05-05-12-03,POINT (665552.9753000792 1512605.439299998),400.0
DM-05-05-12-02,POINT (666462.9746000807 1512536.9109),300.0
DM-05-05-12-01,POINT (666193.6256000802 1513562.621799997),300.0
DM-05-05-11-01,POINT (667422.6653000833 1513488.636199996),300.0
DM-05-05-10-01,POINT (667100.6750000821 1513443.690099999),300.0
DM-05-05-09-04,POINT (665933.5700000806 1514040.178999998),300.0
DM-05-05-09-03,POINT (666212.0045000787 1513586.985699998),300.0
DM-05-05-09-02,POINT (667077.9751000836 1513484.784199996),300.0
DM-05-05-08-02,POINT (667312.3771000833 1514319.863899997),400.0
DM-05-05-08-01,POINT (666411.7507000789 1514726.786499997),200.0
DM-05-05-07-02,POINT (665614.3873000781 1514969.305299997),400.0
DM-05-05-07-01,POINT (666352.9683000785 1514801.944299998),400.0
DM-05-05-06-01,POINT (666860.5169000818 1515491.611399998),50.0
DM-05-05-05-01,POINT (665831.4399000775 1515666.061399997),200.0
DM-05-05-04-02,POINT (667181.3966000823 1515400.027099998),0.0
DM-05-05-03-01,POINT (667691.6906000839 1516259.2748),200.0
DM-05-05-02-03,POINT (666757.2504000823 1516207.169399998),300.0
DM-05-05-02-02,POINT (667982.3789000848 1516850.530199999),300.0
DM-05-05-01-01,POINT (666164.7044000803 1517673.889199998),300.0
DM-05-04-11-01,POINT (664859.5495000763 1513173.550999998),300.0
DM-05-04-10-04,POINT (664891.1186000772 1513208.969599996),300.0
DM-05-04-10-03,POINT (665815.5051000771 1513744.047699998),300.0
DM-05-04-10-02,POINT (665698.1067000784 1513252.461499997),300.0
DM-05-04-10-01,POINT (665889.8305000782 1514222.661199998),300.0
DM-05-04-09-01,POINT (663755.2030000733 1513776.922099997),400.0
DM-05-04-08-02,POINT (664521.5963000769 1513693.421299997),150.0
DM-05-04-08-01,POINT (663781.1466000747 1513818.155799997),400.0
DM-05-04-07-01,POINT (665751.3464000777 1514579.924399996),0.0
DM-05-04-05-01,POINT (663810.0273000745 1514931.641499998),300.0
DM-05-04-04-01,POINT (665476.2368000794 1515275.216399997),150.0
DM-05-04-02-02,POINT (663396.4982000734 1514218.2705),300.0
DM-05-04-02-01,POINT (663782.0291000744 1514956.068599999),300.0
DM-05-04-01-01,POINT (664148.7489000759 1515940.479099997),150.0
