dma_name,geometry,pipe_size
DM-05-03-06-02,POINT (663217.0404000739 1513887.015699998),300.0
DM-05-03-05-02,POINT (662226.4000000699 1514410.891599998),400.0
DM-05-03-05-01,POINT (661956.0500000698 1514777.913399997),300.0
DM-05-03-03-03,POINT (662547.8469000718 1515338.520699998),300.0
DM-05-03-03-02,POINT (661963.6279000695 1514784.896999998),300.0
DM-05-03-02-03,POINT (663181.5793000718 1515937.120299998),300.0
DM-05-03-02-02,POINT (663920.786200073 1515990.800599997),0.0
DM-05-03-01-02,POINT (661939.7099000706 1514802.109899997),300.0
DM-05-03-01-01,POINT (662488.9654000723 1515309.894899998),300.0
DM-05-02-08-01,POINT (666415.3094000815 1516819.494699997),300.0
DM-05-02-05-01,POINT (666155.6631000788 1517663.202599999),300.0
DM-05-02-04-02,POINT (665028.3766000768 1517326.382899999),0.0
DM-05-02-03-01,POINT (665030.9718000774 1517318.1061),0.0
DM-05-02-02-02,POINT (664356.688900076 1516623.228599996),300.0
DM-05-02-02-01,POINT (663798.1135000741 1517015.583399997),0.0
DM-05-02-01-02,POINT (663174.0076000737 1515949.119599997),300.0
DM-05-02-01-01,POINT (663783.5525000726 1517020.095),300.0
DM-05-01-09-02,POINT (666326.0512000808 1518247.332399999),300.0
DM-05-01-08-01,POINT (664452.8282000774 1517675.735899997),300.0
DM-05-01-07-01,POINT (665402.8336000761 1518057.700899999),300.0
DM-05-01-06-01,POINT (664928.4296000773 1517884.744399998),300.0
DM-05-01-05-02,POINT (664369.2651000745 1517679.761499998),300.0
DM-05-01-05-01,POINT (663965.8119000751 1517868.708799997),300.0
DM-05-01-04-02,POINT (665764.035200079 1518490.416399997),300.0
DM-05-01-04-01,POINT (665360.3132000763 1518658.474399997),300.0
DM-05-01-03-03,POINT (663962.819600074 1517881.130599997),300.0
DM-05-01-02-01,POINT (663895.8999000739 1518244.047799999),300.0
DM-05-01-01-03,POINT (665148.1654000765 1518743.689099997),300.0
DM-05-01-01-02,POINT (664536.5170000741 1518990.015999998),200.0
DM-05-01-01-01,POINT (664191.9348000739 1519129.614599998),300.0
DM-04-09-15-01,POINT (664546.7693000762 1538754.538499998),0.0
DM-04-09-14-01,POINT (668079.7332000847 1538807.737499997),0.0
DM-04-09-13-01,POINT (667418.7200000812 1541499.166899999),0.0
DM-04-09-12-01,POINT (663879.2342000727 1537733.586399998),0.0
DM-04-09-11-01,POINT (666835.7106000796 1537107.085499997),0.0
DM-04-09-10-01,POINT (666819.9524000833 1537112.708399997),0.0
DM-04-09-09-01,POINT (667884.2624000827 1536451.326599998),0.0
DM-04-09-08-01,POINT (666812.0961000798 1537076.040899995),0.0
DM-04-09-07-01,POINT (666297.4328000797 1537255.243499997),0.0
DM-04-09-06-01,POINT (662934.8491000715 1536815.429899997),
DM-04-09-05-01,POINT (662818.9431000706 1538307.332999998),0.0
DM-04-09-04-01,POINT (663586.1703000745 1538967.1093),0.0
DM-04-09-03-01,POINT (666945.3951000823 1539118.337299998),0.0
DM-04-09-02-01,POINT (667609.2542000797 1538996.387799997),0.0
DM-04-09-01-01,POINT (666042.8219000781 1541089.446899999),0.0
DM-04-08-10-01,POINT (662006.9377000701 1535107.743499998),0.0
DM-04-08-09-01,POINT (663515.7364000729 1535175.348199999),0.0
DM-04-08-08-01,POINT (663509.3625000737 1535192.119),0.0
DM-04-08-07-01,POINT (662904.630400072 1536797.895599998),0.0
DM-04-08-06-02,POINT (661206.8901000684 1537680.910499997),
DM-04-08-06-01,POINT (662459.8246000716 1537996.430299998),0.0
DM-04-08-05-01,POINT (662791.0474000711 1538320.249999997),0.0
DM-04-08-03-01,POINT (664263.4078000743 1539601.702399998),0.0
DM-04-08-02-01,POINT (664918.3959000747 1540157.474999998),0.0
DM-04-08-01-01,POINT (665632.0842000769 1540775.432699998),0.0
DM-04-06-14-01,POINT (663775.2436000743 1536033.367099998),0.0
DM-04-06-13-01,POINT (666194.10690008 1532475.416799997),0.0
DM-04-06-12-01,POINT (667326.9533000814 1533945.806399997),0.0
DM-04-06-11-01,POINT (666203.5800000816 1532474.308499998),0.0
DM-04-06-10-01,POINT (664754.8101000767 1532644.487199998),0.0
DM-04-06-09-01,POINT (664249.7987000739 1533316.457999998),0.0
DM-04-06-08-01,POINT (667006.7836000816 1535013.611299998),0.0
DM-04-06-07-01,POINT (666128.5256000796 1535154.978699999),0.0
DM-04-06-06-01,POINT (665235.4210000781 1535317.299799997),0.0
DM-04-06-05-01,POINT (663542.0058000744 1535194.202299997),0.0
DM-04-06-04-01,POINT (665221.3898000766 1535320.999199997),0.0
DM-04-06-03-01,POINT (667009.0922000817 1535031.585899998),0.0
DM-04-06-02-01,POINT (666130.3505000791 1535165.407299997),0.0
DM-04-05-14-01,POINT (662960.4228000706 1532890.048299997),0.0
DM-04-05-13-01,POINT (662962.5168000719 1532830.429399998),0.0
DM-04-05-12-01,POINT (660168.0414000667 1532990.855199997),0.0
DM-04-05-11-01,POINT (660938.5234000689 1535420.621099996),0.0
DM-04-05-10-01,POINT (664351.3289000747 1532505.126399996),0.0
DM-04-05-09-01,POINT (661819.176600069 1532114.479299997),0.0
DM-04-05-08-01,POINT (661316.8964000697 1532870.319399997),0.0
DM-04-05-07-01,POINT (662069.8313000698 1531185.717799998),0.0
DM-04-05-06-01,POINT (660890.4254000679 1533676.088599998),0.0
DM-04-05-05-01,POINT (661951.3690000687 1533195.130999996),0.0
DM-04-05-04-01,POINT (663795.6788000742 1534437.820099995),0.0
DM-04-05-03-01,POINT (661997.7092000694 1535086.376399996),0.0
DM-04-05-02-01,POINT (661541.3860000687 1533591.230399998),0.0
DM-04-05-01-01,POINT (661603.4960786137 1535194.888899864),300.0
DM-04-03-12-01,POINT (666829.7221000799 1531758.840699998),0.0
DM-04-03-11-01,POINT (663875.6938000727 1531727.512099998),0.0
DM-04-03-10-01,POINT (662195.7420000688 1530963.349399998),0.0
DM-04-03-09-01,POINT (662497.4928000711 1528932.912999997),0.0
DM-04-03-08-01,POINT (664382.4406000759 1529939.327099997),0.0
DM-04-03-06-01,POINT (666193.2622000796 1532438.108899997),0.0
DM-04-03-05-01,POINT (664752.5549000767 1532608.178399998),0.0
DM-04-03-04-01,POINT (662311.5690000695 1529337.099999997),0.0
DM-04-03-03-01,POINT (661776.9996000713 1530434.062899997),0.0
DM-04-03-02-01,POINT (663009.009800073 1530979.297899999),0.0
DM-04-03-01-01,POINT (662069.5383000688 1531176.092799998),0.0
DM-03-06-06-01,POINT (671505.2354000955 1521093.161699996),300.0
DM-03-06-05-01,POINT (669826.1445000896 1521268.179799996),300.0
DM-03-06-03-03,POINT (671349.3897000931 1524138.463999998),100.0
DM-03-06-03-02,POINT (671855.6345000947 1522769.9382),300.0
DM-03-06-03-01,POINT (671857.9399000943 1522788.630199997),300.0
DM-03-06-02-01,POINT (670146.7670000901 1524015.243299997),300.0
DM-03-06-01-02,POINT (671152.6227000928 1524855.478599996),300.0
DM-03-06-01-01,POINT (670178.5344000913 1524783.329299997),300.0
DM-03-05-12-01,POINT (667592.2986000837 1522021.081199997),300.0
DM-03-05-11-01,POINT (669286.3862000871 1521747.693799997),0.0
DM-03-05-09-01,POINT (669610.200300088 1522244.849799999),300.0
DM-03-05-08-01,POINT (668475.8548000918 1522791.309299997),300.0
DM-03-05-07-01,POINT (667994.3948000829 1521848.703199996),300.0
DM-03-05-06-01,POINT (670081.0398000916 1523221.048299997),
DM-03-05-05-01,POINT (668803.180400087 1523346.506199998),300.0
DM-03-05-04-01,POINT (668423.0591000856 1524053.857799998),300.0
DM-03-05-03-01,POINT (669377.7401000876 1523809.806099996),300.0
DM-03-05-02-01,POINT (670142.8311000912 1524817.002199997),300.0
DM-03-05-01-01,POINT (669400.4846000887 1524607.677099999),300.0
DM-03-04-08-01,POINT (671583.3687000952 1525978.055599999),300.0
DM-03-04-07-01,POINT (670194.4692000893 1525253.585799996),300.0
DM-03-04-06-01,POINT (669787.6487000898 1525028.405999996),0.0
DM-03-04-05-01,POINT (668813.4516000856 1525569.224799997),
DM-03-04-04-02,POINT (670234.827500089 1526178.173199997),200.0
DM-03-04-04-01,POINT (671240.0070000938 1526172.358999998),300.0
DM-03-04-03-01,POINT (669810.4243000899 1526985.127699996),300.0
DM-03-04-02-01,POINT (668789.4286000865 1525797.104799998),300.0
DM-03-04-01-01,POINT (668623.9020000845 1527590.760699997),400.0
DM-03-03-13-01,POINT (665556.4885000787 1523355.429299999),150.0
DM-03-03-12-01,POINT (667108.0449000817 1522126.465499998),300.0
DM-03-03-11-02,POINT (666456.1309000808 1522504.698499997),300.0
DM-03-03-11-01,POINT (666966.8758000814 1523816.618199998),300.0
DM-03-03-10-02,POINT (666033.7376000788 1524568.191799997),300.0
DM-03-03-10-01,POINT (666938.5219000818 1523827.300899998),300.0
DM-03-03-09-01,POINT (667206.4097000806 1524594.355899999),300.0
DM-03-03-08-01,POINT (667235.7436000827 1524584.741899997),300.0
DM-03-03-07-02,POINT (667112.348400081 1525056.871499998),
DM-03-03-07-01,POINT (666577.0900000798 1525164.195999999),300.0
DM-03-03-06-02,POINT (665985.204400078 1524615.205499997),300.0
DM-03-03-06-01,POINT (666238.4810000801 1525270.354699997),
DM-03-03-05-01,POINT (668135.0404000834 1524945.4864),300.0
DM-03-03-04-01,POINT (667686.7359000838 1524945.499199997),300.0
DM-03-03-03-02,POINT (667499.3261000839 1525447.016799996),300.0
DM-03-03-03-01,POINT (666291.1531000785 1525247.912399997),
DM-03-03-02-01,POINT (668337.8431000839 1527079.520199996),300.0
DM-03-03-01-02,POINT (667979.5254000829 1526546.138299996),300.0
DM-03-02-09-01,POINT (671257.7484000941 1526199.275499997),300.0
DM-03-02-08-01,POINT (670278.6032000897 1527208.270799997),0.0
DM-03-02-07-01,POINT (670306.2731000895 1528256.964099997),300.0
DM-03-02-06-01,POINT (669533.1176000894 1529151.079099998),150.0
DM-03-02-05-01,POINT (670995.9163000907 1529988.615499998),300.0
DM-03-02-04-01,POINT (671808.9095000944 1529756.461599997),300.0
DM-03-02-03-01,POINT (670231.0929000899 1530432.345999998),300.0
DM-03-02-02-01,POINT (671301.1754000927 1530690.370499997),300.0
DM-03-02-01-01,POINT (671260.0232000925 1532254.728099999),200.0
DM-03-01-09-01,POINT (669825.4324000899 1527003.125299998),200.0
DM-03-01-08-01,POINT (669427.4928000874 1527228.041299997),200.0
DM-03-01-07-01,POINT (669148.8125000859 1528517.2323),300.0
DM-03-01-06-02,POINT (668577.2989000846 1529519.407099998),200.0
DM-03-01-06-01,POINT (669428.4970000896 1529069.205599998),300.0
DM-03-01-05-03,POINT (667519.3638000824 1527426.380699996),0.0
DM-03-01-05-02,POINT (668390.9090000853 1528720.877599997),300.0
DM-03-01-05-01,POINT (668246.9664000851 1529588.9238),0.0
DM-03-01-04-01,POINT (668576.7875000845 1529551.992699996),300.0
DM-03-01-03-01,POINT (668812.1601000874 1531373.456399997),300.0
DM-03-01-02-03,POINT (669146.102500087 1531220.793699997),300.0
DM-03-01-02-02,POINT (670498.0531000914 1530966.874199996),
DM-03-01-02-01,POINT (669814.2179000874 1530844.206699998),150.0
DM-03-01-01-02,POINT (670588.1108000902 1531129.004199997),200.0
DM-03-01-01-01,POINT (671091.2722000947 1532012.715499999),200.0
DM-02-16-07-02,POINT (659795.436600064 1514535.0916),300.0
DM-02-16-07-01,POINT (659088.1640000629 1514867.092899999),300.0
DM-02-16-06-03,POINT (658744.1030000646 1515298.776399998),
DM-02-16-06-02,POINT (659079.9840000642 1514871.251399998),300.0
DM-02-16-05-01,POINT (659857.6406000648 1516619.968799999),300.0
DM-02-16-04-03,POINT (658707.0270000636 1515332.457299997),0.0
DM-02-16-04-01,POINT (658958.5398000625 1516104.796099998),200.0
DM-02-16-03-02,POINT (659725.401600064 1517256.555699998),300.0
DM-02-16-03-01,POINT (659212.3394000628 1516969.960499999),300.0
DM-02-16-01-01,POINT (659555.7171000644 1517300.375699999),250.0
DM-02-15-05-02,POINT (663012.6574000723 1518340.434799999),150.0
DM-02-15-05-01,POINT (661671.7685000696 1518003.243699998),300.0
DM-02-15-04-02,POINT (663087.2975000734 1517123.571399997),0.0
DM-02-15-04-01,POINT (663153.1955000731 1518290.340699997),0.0
DM-02-15-03-01,POINT (662576.183300072 1517402.509299996),0.0
DM-02-15-02-01,POINT (663124.2304000728 1518307.5753),400.0
DM-02-15-01-01,POINT (661395.9115000695 1517400.080299997),300.0
DM-02-14-09-01,POINT (655153.0389000563 1504225.171799998),300.0
DM-02-14-08-01,POINT (649575.2879000452 1505553.314099998),400.0
DM-02-14-07-02,POINT (651970.353200051 1508058.407299997),400.0
DM-02-14-07-01,POINT (650940.0630000471 1506984.072199998),300.0
DM-02-14-06-02,POINT (653337.5094000523 1509158.950799997),300.0
DM-02-14-06-01,POINT (653076.2156000515 1507814.162399997),300.0
DM-02-14-05-03,POINT (655227.7805000562 1504575.112199998),0.0
DM-02-14-05-02,POINT (655541.3209000548 1506168.550899996),0.0
DM-02-14-05-01,POINT (655572.983700057 1506170.948299999),400.0
DM-02-14-04-03,POINT (655342.0351000548 1506615.085399998),0.0
DM-02-14-04-02,POINT (655183.8451000559 1507080.895099998),300.0
DM-02-14-03-03,POINT (654964.5094000559 1508308.430199998),0.0
DM-02-14-03-02,POINT (653370.3443000549 1509181.538699996),300.0
DM-02-14-03-01,POINT (654228.5175000541 1509844.2616),300.0
DM-02-14-02-01,POINT (650399.7832000491 1506522.429099998),
DM-02-14-01-02,POINT (653302.0090000527 1509218.704599998),
DM-02-14-01-01,POINT (654215.2158000555 1509927.398999998),
DM-02-13-06-02,POINT (654826.025800055 1512467.448899999),0.0
DM-02-13-06-01,POINT (655381.8605000571 1512795.394799998),0.0
DM-02-13-05-02,POINT (656683.4446000592 1513557.429899999),0.0
DM-02-13-05-01,POINT (657265.860000059 1514052.171899998),50.0
DM-02-13-04-02,POINT (654816.4784000539 1512488.413999999),0.0
DM-02-13-04-01,POINT (655371.4049000575 1512819.486599998),0.0
DM-02-13-03-02,POINT (655355.8314000556 1514269.074999997),300.0
DM-02-13-03-01,POINT (656143.7377000584 1513262.348599999),0.0
DM-02-13-02-02,POINT (656020.5384000558 1515017.984999997),400.0
DM-02-13-02-01,POINT (656684.7096000594 1513572.323799998),0.0
DM-02-13-01-02,POINT (656688.883400059 1515733.705399997),0.0
DM-02-13-01-01,POINT (657251.0556000597 1514052.545099998),300.0
DM-02-12-03-03,POINT (657462.8199000591 1516223.701999998),
DM-02-12-03-01,POINT (657869.4665000601 1514871.672099998),300.0
DM-02-12-02-03,POINT (658724.6999000623 1516591.055699998),300.0
DM-02-12-02-02,POINT (658679.4915000622 1517091.740499998),250.0
DM-02-12-02-01,POINT (658713.5427000626 1517095.811699998),250.0
DM-02-12-01-04,POINT (657447.9146000608 1516252.070999998),0.0
DM-02-12-01-03,POINT (656680.8346000588 1515767.1082),400.0
DM-02-12-01-02,POINT (655994.9193000584 1515042.037599999),0.0
DM-02-12-01-01,POINT (655318.2173000567 1514303.182699997),400.0
DM-02-11-04-03,POINT (665724.1028000803 1500425.577499998),300.0
DM-02-10-07-02,POINT (665059.0979000764 1511328.207699997),
DM-02-08-04-03,POINT (655932.0310000586 1508048.743799997),0.0
DM-02-08-04-02,POINT (656476.0915000575 1511319.835099999),300.0
DM-02-08-04-01,POINT (655430.3249000575 1510654.160499998),300.0
DM-02-08-03-03,POINT (657437.3778000596 1509594.303899999),0.0
DM-02-08-03-02,POINT (657781.1582000612 1509728.031299999),
DM-02-08-02-02,POINT (656524.6980000574 1511348.619799997),300.0
DM-02-08-02-01,POINT (657139.20970006 1511730.358199998),300.0
DM-02-08-01-02,POINT (658373.588200061 1512508.418699998),300.0
DM-02-08-01-01,POINT (657812.5688000601 1512149.564499998),300.0
DM-02-04-04-02,POINT (654946.3992000542 1510441.377899999),0.0
DM-02-04-04-01,POINT (656449.508700057 1511387.568599998),300.0
DM-02-04-03-01,POINT (657807.406800061 1512239.437199998),300.0
DM-02-04-02-02,POINT (658365.9007000617 1512582.619399997),300.0
DM-02-04-02-01,POINT (659072.4864000633 1514859.382899997),300.0
DM-02-04-01-03,POINT (659082.0887000631 1514854.836899998),300.0
DM-02-04-01-02,POINT (659797.6473000639 1514520.300199998),300.0
DM-02-03-06-03,POINT (660724.9535000673 1515939.290399997),300.0
DM-02-03-06-01,POINT (659890.4601000652 1516618.962899997),300.0
DM-02-03-05-01,POINT (661147.8717000667 1517282.505599998),300.0
DM-02-03-04-01,POINT (661142.5757000702 1517358.769999998),400.0
DM-02-03-03-02,POINT (660285.8120000646 1517505.350599998),200.0
DM-02-03-03-01,POINT (660986.8523000677 1518019.972499997),300.0
DM-02-03-02-02,POINT (659979.9701000662 1517124.618799998),150.0
DM-02-03-02-01,POINT (659929.9544000651 1516835.585399997),400.0
DM-02-03-01-01,POINT (660320.5792000655 1517528.381999998),250.0
DM-02-02-08-01,POINT (660332.5788000673 1514529.031899997),200.0
DM-02-02-07-01,POINT (661096.1250000689 1515580.764599998),400.0
DM-02-02-06-03,POINT (660762.3493000675 1514809.183199998),250.0
DM-02-02-06-02,POINT (661437.3229000681 1515884.569299997),200.0
DM-02-02-06-01,POINT (662275.6954000707 1516350.135599999),200.0
DM-02-02-05-02,POINT (662738.8729000703 1516672.643499997),400.0
DM-02-02-05-01,POINT (663075.5513000725 1517090.121699997),300.0
DM-02-02-04-02,POINT (662265.3435000695 1516373.240099997),200.0
DM-02-02-04-01,POINT (661869.7801000683 1516175.726099998),300.0
DM-02-02-03-01,POINT (662572.2911000723 1517327.317699999),300.0
DM-02-02-02-01,POINT (661418.4170000678 1517327.4371),300.0
DM-02-02-01-02,POINT (660929.6578000666 1516350.402199998),400.0
DM-02-02-01-01,POINT (660966.655300067 1516447.807299998),400.0
DM-02-01-07-01,POINT (660969.2970000687 1518047.753799996),400.0
DM-02-01-04-02,POINT (662477.3427000712 1518233.159499998),300.0
DM-02-01-03-02,POINT (662351.9253000717 1518662.329099996),150.0
DM-02-01-03-01,POINT (662014.6597000719 1518776.465799998),300.0
DM-02-01-02-02,POINT (660890.7645000671 1519018.2397),300.0
DM-02-01-02-01,POINT (661381.5772000676 1518634.940099997),200.0
DM-02-01-01-02,POINT (660968.7455000685 1518993.275699996),200.0
DM-02-01-01-01,POINT (661688.8304000683 1518841.459499998),400.0
DM-01-09-10-01,POINT (658987.5631000634 1518050.363399997),300.0
DM-01-09-09-01,POINT (659745.2515000661 1518216.113299998),0.0
DM-01-09-08-01,POINT (659141.1083000626 1518779.356599997),300.0
DM-01-09-07-01,POINT (659519.4672000654 1518291.966099997),0.0
DM-01-09-06-01,POINT (660582.2451000661 1519264.500199998),0.0
DM-01-09-05-01,POINT (660097.2645000645 1518202.752099997),300.0
DM-01-09-03-01,POINT (659048.4260000642 1519508.964099996),400.0
DM-01-09-02-02,POINT (660275.0016000648 1519727.621299998),0.0
DM-01-09-02-01,POINT (660411.3112000665 1519512.778099998),300.0
DM-01-09-01-01,POINT (660497.2617000658 1519535.621699998),300.0
DM-01-08-04-02,POINT (646654.9793000424 1523566.364799999),400.0
DM-01-08-04-01,POINT (645001.8786000389 1523485.855900001),300.0
DM-01-08-03-01,POINT (644779.916200038 1523476.033199997),300.0
DM-01-08-02-02,POINT (644967.9658000392 1523572.2737),300.0
DM-01-08-02-01,POINT (644980.9968000395 1524674.962599998),400.0
DM-01-08-01-03,POINT (643770.4572000364 1526041.047599999),0.0
DM-01-08-01-02,POINT (644076.5846000389 1525221.484299998),200.0
DM-01-08-01-01,POINT (646627.238100042 1524770.653699999),300.0
DM-01-07-04-04,POINT (650816.4017000475 1521368.471399998),300.0
DM-01-07-04-03,POINT (650801.2353000476 1521846.748499998),300.0
DM-01-07-04-02,POINT (648105.9946000422 1524567.8362),300.0
DM-01-07-04-01,POINT (650786.3213000486 1522561.494599998),300.0
DM-01-07-03-03,POINT (650715.5341000485 1525488.274999998),300.0
DM-01-07-03-02,POINT (648066.6872000427 1524628.158999998),300.0
DM-01-07-02-02,POINT (650843.6254000473 1521845.059199998),300.0
DM-01-07-02-01,POINT (652072.2397000503 1522178.423299997),300.0
DM-01-07-01-01,POINT (652360.424700052 1525036.7803),300.0
DM-01-06-05-04,POINT (654311.1416000524 1520183.776999998),300.0
DM-01-06-05-03,POINT (654346.8932000534 1520187.277399997),300.0
DM-01-06-05-02,POINT (652066.6733000495 1521434.442999999),300.0
DM-01-06-05-01,POINT (656458.6461000587 1519711.752499997),300.0
DM-01-06-04-02,POINT (652147.0477000509 1522165.456599997),400.0
DM-01-06-04-01,POINT (656212.1633000575 1521576.8164),300.0
DM-01-06-03-02,POINT (654199.8155000523 1523758.357799998),300.0
DM-01-06-03-01,POINT (655945.862500058 1523779.333599999),300.0
DM-01-06-02-02,POINT (656718.3998000569 1525788.607299998),0.0
DM-01-06-02-01,POINT (654225.5091000537 1524086.429299998),300.0
DM-01-06-01-02,POINT (654162.4856000531 1524726.485499998),300.0
DM-01-06-01-01,POINT (653123.0144000506 1524124.247899998),300.0
DM-01-05-04-02,POINT (656516.058800058 1519704.010299996),300.0
DM-01-05-04-01,POINT (656365.3684000588 1520954.354399998),400.0
DM-01-05-03-03,POINT (657129.6403000605 1521670.303099997),150.0
DM-01-05-03-02,POINT (656267.8307000562 1521574.884399999),400.0
DM-01-05-03-01,POINT (656026.7255000583 1523779.464099996),300.0
DM-01-05-02-01,POINT (658343.1353000626 1524026.726599999),300.0
DM-01-05-01-02,POINT (658117.5153000611 1524570.790299998),300.0
DM-01-05-01-01,POINT (656775.5718000585 1525769.722899996),0.0
DM-01-04-07-01,POINT (659852.387300065 1522747.171799998),300.0
DM-01-04-06-02,POINT (659486.1272000636 1523899.008099996),0.0
DM-01-04-06-01,POINT (658526.487300063 1524660.812999996),300.0
DM-01-04-05-02,POINT (660543.0747000666 1523593.697499997),300.0
DM-01-04-05-01,POINT (661423.1652000678 1524438.994099998),300.0
DM-01-04-04-01,POINT (659196.8140000654 1524846.3274),300.0
DM-01-04-03-03,POINT (659196.3042000625 1524882.157699998),300.0
DM-01-04-03-02,POINT (661990.6459000699 1524702.968799999),300.0
DM-01-04-03-01,POINT (662500.7786000709 1525055.452099997),100.0
DM-01-04-02-01,POINT (662912.1554000701 1525632.372599997),100.0
DM-01-04-01-01,POINT (663443.5270000726 1526607.591699999),200.0
DM-01-03-06-03,POINT (659588.7534000629 1522392.596599998),300.0
DM-01-03-05-02,POINT (660561.2225000656 1523583.936199998),0.0
DM-01-03-05-01,POINT (660599.0819000648 1522711.675799997),300.0
DM-01-03-04-01,POINT (661134.0498000687 1524111.829999997),150.0
DM-01-03-03-01,POINT (662002.5610000689 1524680.311099999),300.0
DM-01-03-02-01,POINT (662938.365600073 1525613.405799998),300.0
DM-01-03-01-01,POINT (663463.944200072 1526596.596),300.0
DM-01-02-05-01,POINT (658974.2804000627 1519830.624499998),300.0
DM-01-02-04-01,POINT (658921.2874000615 1520380.003499998),200.0
DM-01-02-02-01,POINT (659142.4628000625 1521885.961999997),300.0
DM-01-02-01-02,POINT (658536.2675000635 1523250.567899999),200.0
DM-01-02-01-01,POINT (658551.6538000613 1523262.989699997),300.0
DM-01-01-06-02,POINT (660277.4440000651 1521225.495199999),200.0
DM-01-01-06-01,POINT (659841.5642000653 1520679.697599997),300.0
DM-01-01-05-01,POINT (658969.5455000625 1519829.998699998),0.0
DM-01-01-04-01,POINT (659800.1947000669 1520829.108299998),200.0
DM-01-01-03-02,POINT (660258.7756000668 1521235.778499998),300.0
DM-01-01-03-01,POINT (659780.1632000636 1521652.703199996),300.0
DM-01-01-02-02,POINT (659777.2593000643 1521297.798799998),300.0
DM-01-01-02-01,POINT (659228.262500064 1521952.992699999),150.0
DM-56-05-06-01,POINT (643025.9393000364 1538079.489599999),0.0
DM-56-05-03-01,POINT (652040.9388000488 1537074.273599999),
DM-56-05-01-02,POINT (648249.8278000425 1538205.0863),0.0
DM-56-04-03-01,POINT (656523.622600057 1526323.912399997),300.0
DM-56-03-05-01,POINT (649111.3609000456 1530897.608299998),200.0
DM-56-01-01-01,POINT (652541.2646000513 1532739.309499998),200.0
DM-55-09-01-02,POINT (685228.5853001404 1507759.733599996),0.0
DM-55-08-03-01,POINT (685858.1892001424 1510909.702099996),
DM-55-08-02-02,POINT (686089.3107001439 1511935.010099996),
DM-55-08-02-01,POINT (683704.9831001344 1508713.663099997),
DM-55-08-01-02,POINT (687200.0920001494 1514602.879799995),
DM-55-08-01-01,POINT (687163.2487001506 1514617.293699998),300.0
DM-55-07-07-01,POINT (685290.2292001406 1507725.349599998),
DM-55-07-04-02,POINT (685315.2775001418 1507815.040299997),300.0
DM-55-07-04-01,POINT (688250.2133001535 1506393.593499996),300.0
DM-55-07-03-01,POINT (690484.829900165 1505402.631399998),400.0
DM-55-07-02-01,POINT (690455.2732001643 1505331.806099997),400.0
DM-55-07-01-01,POINT (686850.1987001484 1506916.680599997),300.0
DM-55-06-07-01,POINT (702296.2237002247 1514234.338799995),
DM-55-06-06-02,POINT (705896.5832002485 1501449.999799996),150.0
DM-55-06-05-01,POINT (698406.7501002025 1503020.541699997),400.0
DM-55-06-04-02,POINT (696696.1766001942 1503377.105899998),400.0
DM-55-06-04-01,POINT (694508.0928001828 1503958.563899995),400.0
DM-55-06-03-02,POINT (705829.0087002472 1501397.872799995),300.0
DM-55-06-01-02,POINT (698374.4094002037 1502949.893199997),
DM-55-06-01-01,POINT (696670.7221001927 1503304.576599995),
DM-55-04-03-03,POINT (692468.6443001711 1518617.303299997),300.0
DM-55-04-03-01,POINT (692469.511600172 1518645.678699997),300.0
DM-55-03-01-01,POINT (684725.1895001385 1518808.451099997),300.0
DM-16-08-04-02,POINT (679504.0917001208 1536959.972099998),0.0
DM-16-08-04-01,POINT (678993.9809001163 1536039.662099997),300.0
DM-16-08-02-01,POINT (680175.3393001232 1531914.036199998),200.0
DM-16-08-01-01,POINT (680192.5349001227 1531894.136699997),300.0
DM-15-09-07-01,POINT (674680.1885001045 1542585.996799998),300.0
DM-15-09-06-01,POINT (673776.5727001079 1540909.048399997),300.0
DM-15-09-05-03,POINT (675557.328800105 1539912.011999999),300.0
DM-15-09-05-02,POINT (673960.5096001031 1541111.904899996),300.0
DM-15-09-05-01,POINT (674183.0551001015 1541545.485299997),0.0
DM-15-09-03-01,POINT (671618.6323000933 1535102.459799996),300.0
DM-15-09-02-02,POINT (670804.1173000925 1534326.921299997),0.0
DM-15-09-02-01,POINT (671067.3702000927 1535384.821099997),300.0
DM-15-05-09-01,POINT (669557.6035000875 1536105.740599998),
DM-15-04-05-01,POINT (667659.0101000837 1530527.025199998),0.0
DM-14-18-05-02,POINT (663857.720200075 1504496.743799999),0.0
DM-14-11-05-01,POINT (661758.3890000698 1502492.274599998),0.0
DM-06-06-12-01,POINT (668626.0505000846 1520544.343399996),
DM-06-06-11-02,POINT (669065.5653000876 1520737.469499998),
DM-06-06-11-01,POINT (669166.517000088 1521209.370599997),300.0
DM-06-06-10-02,POINT (668129.2592000839 1520627.590099997),200.0
DM-06-06-10-01,POINT (668135.1278000862 1520627.0566),
DM-03-06-13-02,POINT (670940.0974000933 1520136.099899997),300.0
DM-03-06-13-01,POINT (670932.0972000915 1520138.084799996),300.0
DM-03-06-12-01,POINT (671889.987300095 1519952.602599998),300.0
DM-03-06-10-01,POINT (672140.0571000982 1520494.479399998),300.0
DM-03-06-09-01,POINT (671341.3537000926 1520133.420799998),300.0
DM-03-06-08-02,POINT (669822.6845000887 1521240.419499997),0.0
DM-03-06-08-01,POINT (669139.0643000873 1520924.201699997),300.0
DM-03-06-07-01,POINT (671490.2298000924 1521049.952199998),300.0
DM-14-18-05-01,POINT (663332.878200075 1505393.456899999),300.0
