P177A	0	4.260163934
	1	4.293076923
	2	4.327575758
	3	4.474848485
	4	4.185
	5	5.021
	6	5.63625
	7	5.254666667
	8	5.745333333
	9	5.668666667
	10	5.569666667
	11	5.603888889
	12	5.337222222
	13	5.330344828
	14	5.328275862
	15	5.550666667
	16	5.287586207
	17	4.948787879
	18	5.744545455
	19	5.762666667
	20	5.357575758
	21	5.871
	22	4.376206897
	23	4.296896552
P175	0	5.585245902
	1	4.953333333
	2	4.752121212
	3	4.927575758
	4	4.586666667
	5	6.806666667
	6	9.2090625
	7	9.109
	8	9.584666667
	9	9.668666667
	10	9.464666667
	11	9.205833333
	12	7.989166667
	13	8.637931034
	14	8.666896552
	15	8.915
	16	8.584827586
	17	8.168787879
	18	9.313939394
	19	9.282333333
	20	8.906363636
	21	9.291666667
	22	6.31862069
	23	5.713103448
P174	0	3.450655738
	1	3.718974359
	2	3.742727273
	3	3.806060606
	4	3.458
	5	3.760333333
	6	4.265
	7	4.006
	8	4.175333333
	9	4.139666667
	10	4.158
	11	4.227222222
	12	4.061388889
	13	3.929310345
	14	3.913793103
	15	4.141
	16	3.907241379
	17	3.706363636
	18	4.164242424
	19	4.104
	20	3.83
	21	4.176666667
	22	3.507931034
	23	3.531724138
P173	0	3.510163934
	1	3.734358974
	2	3.730606061
	3	3.765757576
	4	3.453666667
	5	3.758
	6	4.5975
	7	4.633666667
	8	4.896666667
	9	4.903666667
	10	4.871666667
	11	4.828055556
	12	4.534722222
	13	4.281724138
	14	4.21862069
	15	4.409333333
	16	4.167241379
	17	4.072424242
	18	4.639393939
	19	4.607
	20	4.288787879
	21	4.63
	22	3.743448276
	23	3.730344828
P171	0	5.519344262
	1	5.928717949
	2	5.833939394
	3	5.593333333
	4	5.233
	5	4.695333333
	6	6.7184375
	7	9.063333333
	8	10.17266667
	9	10.14
	10	9.752333333
	11	8.989166667
	12	7.698888889
	13	6.426551724
	14	6.113103448
	15	6.1
	16	5.793793103
	17	6.223939394
	18	7.820606061
	19	7.954
	20	7.329090909
	21	8.163
	22	6.906896552
	23	6.752413793
P170	0	6.305737705
	1	6.478461538
	2	6.411818182
	3	6.539090909
	4	6.079333333
	5	7.271333333
	6	9.3915625
	7	10.286
	8	10.86833333
	9	10.914
	10	10.69466667
	11	9.702777778
	12	8.291944444
	13	8.164827586
	14	8.210344828
	15	8.607
	16	8.266551724
	17	8.810909091
	18	11.0230303
	19	10.876
	20	10.17515152
	21	10.585
	22	8.403793103
	23	6.629310345
P149	0	7.930655738
	1	8.81
	2	8.566969697
	3	8.594242424
	4	7.972333333
	5	8.342666667
	6	8.986875
	7	8.512
	8	8.761333333
	9	8.701
	10	8.612
	11	8.681388889
	12	8.376111111
	13	8.30137931
	14	8.287241379
	15	8.634666667
	16	8.314482759
	17	7.845454545
	18	8.974545455
	19	8.672333333
	20	8.144545455
	21	8.94
	22	8.515517241
	23	8.471724138
P125	0	4.03557377
	1	4.145128205
	2	4.295151515
	3	4.521515152
	4	4.206666667
	5	4.655666667
	6	5.7521875
	7	6.442
	8	6.797
	9	6.771666667
	10	6.718
	11	6.467777778
	12	5.709166667
	13	5.527241379
	14	5.552413793
	15	5.785333333
	16	5.609655172
	17	5.531818182
	18	6.376060606
	19	6.172333333
	20	5.7
	21	6.216
	22	5.470689655
	23	5.085862069
P113	0	3.679672131
	1	4.003846154
	2	3.864242424
	3	3.951818182
	4	3.708
	5	3.811
	6	6.1653125
	7	4.976
	8	4.885666667
	9	4.804666667
	10	4.837333333
	11	4.921944444
	12	4.275277778
	13	4.028965517
	14	4.145172414
	15	4.529
	16	4.293793103
	17	4.329393939
	18	5.017272727
	19	5.021666667
	20	4.604545455
	21	5.096
	22	4.697586207
	23	4.106551724
U252	0	4.087213115
	1	4.405641026
	2	4.541818182
	3	4.774242424
	4	4.445
	5	5.193333333
	6	7.2328125
	7	6.783
	8	6.958666667
	9	6.751
	10	6.438666667
	11	6.382777778
	12	5.93
	13	5.615862069
	14	5.61
	15	5.924
	16	5.712413793
	17	5.741212121
	18	6.794242424
	19	6.704666667
	20	6.196666667
	21	6.416
	22	5.202758621
	23	4.642068966
U251	0	3.346065574
	1	3.571538462
	2	3.563939394
	3	3.651515152
	4	3.36
	5	3.828333333
	6	5.096875
	7	5.436666667
	8	5.586
	9	5.472
	10	5.463666667
	11	5.0775
	12	4.499722222
	13	4.368965517
	14	4.393448276
	15	4.567333333
	16	4.481724138
	17	4.46
	18	5.646666667
	19	5.526333333
	20	5.174242424
	21	5.797666667
	22	5.128275862
	23	4.294137931
U250	0	4.432295082
	1	4.322564103
	2	4.482121212
	3	4.792727273
	4	4.525666667
	5	5.270333333
	6	8.0675
	7	7.881333333
	8	8.526
	9	8.482333333
	10	8.398666667
	11	8.378888889
	12	7.557777778
	13	6.70137931
	14	6.730689655
	15	7.138
	16	6.855517241
	17	6.781212121
	18	8.002727273
	19	7.960666667
	20	7.377272727
	21	7.722
	22	6.232413793
	23	5.401724138
U249	0	6.389508197
	1	6.96
	2	6.749090909
	3	6.749090909
	4	6.264
	5	6.496
	6	6.7425
	7	6.496
	8	6.728
	9	6.728
	10	6.728
	11	6.766666667
	12	6.573333333
	13	6.48
	14	6.48
	15	6.728
	16	6.48
	17	6.116363636
	18	6.96
	19	6.728
	20	6.327272727
	21	6.96
	22	6.72
	23	6.72
U248	0	4.442459016
	1	5.407692308
	2	5.826969697
	3	6.222727273
	4	5.822333333
	5	5.717333333
	6	9.3234375
	7	8.551
	8	8.635
	9	8.573333333
	10	8.445
	11	8.3175
	12	6.938333333
	13	6.423793103
	14	6.564137931
	15	7.002333333
	16	6.687586207
	17	6.566363636
	18	7.612727273
	19	7.483333333
	20	6.896060606
	21	7.471666667
	22	7.027931034
	23	5.667931034
U247	0	8.623278689
	1	7.042051282
	2	6.977272727
	3	7.278484848
	4	6.72
	5	7.599
	6	10.810625
	7	12.696
	8	14.002
	9	14.87633333
	10	14.126
	11	13.50972222
	12	12.44388889
	13	11.19172414
	14	10.57448276
	15	11.01933333
	16	10.58103448
	17	10.06909091
	18	13.17151515
	19	12.968
	20	12.18666667
	21	13.275
	22	10.60827586
	23	9.234827586
U246	0	5.111967213
	1	4.935384615
	2	5.03969697
	3	5.301818182
	4	5.023
	5	5.761666667
	6	6.575625
	7	6.178
	8	6.145333333
	9	6.122
	10	5.847
	11	5.532777778
	12	5.121944444
	13	5.363103448
	14	5.474137931
	15	5.835
	16	5.58
	17	5.53969697
	18	6.656363636
	19	6.619666667
	20	6.181818182
	21	6.623
	22	5.870689655
	23	5.705517241
U242	0	3.34147541
	1	2.816923077
	2	2.99030303
	3	3.262727273
	4	3.122333333
	5	3.903666667
	6	4.741875
	7	4.689333333
	8	4.626333333
	9	4.602666667
	10	4.263
	11	3.799444444
	12	3.429722222
	13	3.674137931
	14	3.754482759
	15	4.030666667
	16	3.838275862
	17	3.980909091
	18	5.074242424
	19	5.077666667
	20	4.747575758
	21	5.013333333
	22	4.214137931
	23	3.957931034
U240	0	6.511147541
	1	6.303333333
	2	6.228787879
	3	6.37030303
	4	5.979
	5	6.887
	6	7.5528125
	7	7.625666667
	8	7.952666667
	9	7.98
