DM_inlet,BaseDemand
DM-03-03-11-02F,9.639424693100358
DM-03-03-12-01F,282.87851982051365
DM-03-03-13-01F,362.79496474540724
DM-03-04-01-01F,156.71318608124253
DM-03-04-02-01F,292.24229751656924
DM-03-04-03-01F,296.3424981215003
DM-03-04-04-01F,0.0
DM-03-04-04-02F,29.794854322844866
DM-03-04-05-01F,63.1067085483399
DM-03-04-06-01F,176.1833128845908
DM-03-04-07-01F,111.64328522007712
DM-03-04-08-01F,429.1510556963217
DM-03-05-01-01F,455.6024234021921
DM-03-05-02-01F,210.4810719688679
DM-03-05-03-01F,91.62356408201715
DM-03-05-04-01F,315.3443760465367
DM-03-05-05-01F,297.16546867852577
DM-03-05-06-01F,103.40114713681777
DM-03-05-07-01F,203.94992991812398
DM-03-05-08-01F,182.1668187744898
DM-03-05-09-01F,158.5144512736397
DM-03-05-09-02F,16.268379722304278
DM-03-05-10-01F,276.6413667561083
DM-03-05-11-01F,220.977231036612
DM-03-05-12-01F,243.9575890424588
DM-03-05-12-02F,75.86752393928391
DM-03-06-01-01F,222.9039955680897
DM-03-06-01-02F,999.8817268518519
DM-03-06-02-02F,73.1803283784398
DM-03-06-03-01F,436.3878829858568
DM-03-06-03-02F,9.381436227393424
DM-03-06-04-01F,111.4974897010729
DM-03-06-04-02F,76.0035149917287
DM-03-06-05-01F,234.2376826512958
DM-03-06-05-02F,64.98654009009323
DM-03-06-06-01F,142.4271485740842
DM-03-06-06-02F,0.0
DM-03-06-07-01F,517.7516859447006
DM-03-06-08-01F,5.441263587839878
DM-03-06-08-02F,247.04305030988652
DM-03-06-09-01F,0.0
DM-03-06-10-01F,52.40652724014336
DM-03-06-11-01F,323.75125675481587
DM-03-06-12-01F,95.84906897913466
DM-03-06-13-01F,46.45650604126666
DM-03-06-13-02F,9.244855263371262
DM-04-03-01-01F,271.59592880223653
DM-04-03-01-02F,31.050138568517614
DM-04-03-02-01F,123.70884447414892
DM-04-03-03-01F,165.5183146505018
DM-04-03-04-01F,132.00104511228204
DM-04-03-05-01F,190.23155709511252
DM-04-03-06-01F,214.09566566408515
DM-04-03-07-01F,171.34370671507796
DM-04-03-07-02F,27.311237060632394
DM-04-03-08-01F,200.32060924565954
DM-04-03-09-01F,225.18441193595564
DM-04-03-10-01F,167.71280968754922
DM-04-03-11-01F,201.71752478457495
DM-04-03-12-01F,177.6377517656263
DM-04-05-01-01F,167.81458780256295
DM-04-05-02-01F,70.72889940614455
DM-04-05-03-01F,114.05717485958489
DM-04-05-04-01F,280.13332580394405
DM-04-05-05-01F,99.82389702807644
DM-04-05-06-01F,264.3938995195795
DM-04-05-07-01F,77.31772190790467
DM-04-05-08-01F,219.66764087572372
DM-04-05-09-01F,128.1971810640722
DM-04-05-10-01F,149.24605124684908
DM-04-05-11-01F,126.1251407356749
DM-04-05-12-01F,153.12398866194218
DM-04-05-13-01F,175.3253079169419
DM-04-05-14-01F,192.05621542502
DM-04-06-01-01F,59.89490895003741
DM-04-06-02-01F,227.38664168986816
DM-04-06-03-01F,137.08416021575943
DM-04-06-04-01F,124.60634797104963
DM-04-06-05-01F,119.79135402174865
DM-04-06-06-01F,171.22869204039728
DM-04-06-07-01F,145.92504927896513
DM-04-06-08-01F,135.2341955032404
DM-04-06-09-01F,146.96792384257617
DM-04-06-10-01F,113.42953511646472
DM-04-06-11-01F,155.7242667583503
DM-04-06-12-01F,171.73402613500593
DM-04-06-13-01F,154.8962620874414
DM-04-06-14-01F,66.12106540184521
DM-04-08-01-01F,32.170534566647135
DM-04-08-01-02F,129.17734042402006
DM-04-08-02-01F,236.4284540893899
DM-04-08-03-01F,163.9089162311311
DM-04-08-04-01F,181.48978431606997
DM-04-08-05-01F,302.8043616658584
DM-04-08-06-01F,205.34745301553622
DM-04-08-07-01F,540.7724811081243
DM-04-08-08-01F,131.10601549242537
DM-04-08-09-01F,163.71346638851668
DM-04-08-10-01F,100.63550939926938
DM-04-09-01-01F,218.37355574270805
DM-04-09-02-01F,75.5647367430889
DM-04-09-03-01F,229.11429204135845
DM-04-09-04-01F,123.36173662291823
DM-04-09-05-01F,0.5857361973648365
DM-04-09-06-01F,170.2656428060337
DM-04-09-07-01F,0.004741307802673693
DM-04-09-08-01F,144.20482853991973
DM-04-09-09-01F,127.62145734500832
DM-04-09-10-01F,39.91327305834549
DM-04-09-11-01F,172.3117629450172
DM-04-09-12-01F,181.88730423509767
DM-04-09-13-01F,245.34749096608962
DM-04-09-14-01F,155.25340494458428
DM-04-09-15-01F,32.55440318850355
DM-05-01-01-01F,166.22731534452257
DM-05-01-01-03F,53.21823322433354
DM-05-01-02-01F,178.4724776673871
DM-05-01-03-03F,220.3006582298026
DM-05-01-04-01F,85.59312044649012
DM-05-01-04-02F,56.0480029406682
DM-05-01-05-01F,127.02504042655039
DM-05-01-05-02F,0.26632548715061816
DM-05-01-06-01F,69.9600553967782
DM-05-01-07-01F,325.48836297715064
DM-05-01-08-01F,461.01831668561755
DM-05-01-09-02F,327.14274047916507
DM-05-02-01-01F,69.51391179815407
DM-05-02-01-02F,93.75275799295052
DM-05-02-02-01F,222.66583111565149
DM-05-02-02-02F,108.01275834109589
DM-05-02-02-03F,7.339149883237655
DM-05-02-03-01F,95.5346313176064
DM-05-02-04-02F,1550.2312855269658
DM-05-02-05-01F,279.6822459730716
DM-05-02-06-02F,219.62920470245479
DM-05-02-07-01F,169.70747830501563
DM-05-02-08-01F,113.68640450941682
DM-05-03-01-01F,53.980225758933045
DM-05-03-01-02F,64.28906402767304
DM-05-03-02-01F,113.17980624725743
DM-05-03-02-02F,0.0
DM-05-03-02-03F,119.1634991115698
DM-05-03-03-01F,58.70152928343313
DM-05-03-03-03F,145.27884171101
DM-05-03-04-01F,0.22997899387922904
DM-05-03-04-02F,164.9588569872287
DM-05-03-05-01F,25.445755501494848
DM-05-03-05-02F,62.96970220919483
DM-05-03-06-01F,124.97083805849319
DM-05-03-06-02F,94.91130540621266
DM-05-04-01-01F,91.83567204299023
DM-05-04-02-01F,106.27767825418572
DM-05-04-03-01F,106.47621678477985
DM-05-04-03-02F,0.0
DM-05-04-04-01F,0.0
DM-05-04-05-01F,139.29060941972082
DM-05-04-06-01F,99.04503732341135
DM-05-04-06-02F,108.40525460641588
DM-05-04-06-03F,56.041587857544926
DM-05-04-06-04F,45.41268547379031
DM-05-04-07-01F,168.95100500765383
DM-05-04-07-02F,115.85575653628293
DM-05-04-08-01F,0.0
DM-05-04-09-01F,0.0
DM-05-04-10-02F,80.84423088410992
DM-05-04-10-03F,60.75438985961768
DM-05-04-10-04F,2.85990700145652
DM-05-04-11-01F,40.530792016133134
DM-05-05-01-01F,321.8171964681596
DM-05-05-02-02F,47.38079569811646
DM-05-05-02-03F,288.76649679835515
DM-05-05-03-01F,62.27068197048734
DM-05-05-04-01F,133.54563283630458
DM-05-05-05-01F,80.56654932568402
DM-05-05-06-01F,87.24052914252154
DM-05-05-07-01F,136.19453303581125
DM-05-05-07-02F,133.28618301849062
DM-05-05-08-01F,167.00299346148103
DM-05-05-08-02F,180.94686834436175
DM-05-05-09-01F,93.22645583384207
DM-05-05-09-02F,75.47782783840935
DM-05-05-09-03F,95.28250741277388
DM-05-05-09-04F,92.06777064211495
DM-05-05-10-01F,0.0
DM-05-05-11-01F,80.35090860551075
DM-05-05-12-01F,87.38898167535439
DM-05-05-12-02F,0.0
DM-05-05-12-03F,147.14601619656477
DM-05-05-13-01F,70.24956147413742
DM-05-05-14-01F,44.77939827690045
DM-05-05-14-02F,72.14963400591343
DM-06-01-01-01F,74.52417867592756
DM-06-01-02-01F,56.12312447119077
DM-06-01-02-02F,8.94402326263622
DM-06-01-03-01F,78.66702557401418
DM-06-01-03-02F,149.12210844758064
DM-06-01-03-03F,121.79165699260756
DM-06-01-04-01F,59.08352976821221
DM-06-01-04-03F,71.90239197100203
DM-06-01-05-01F,79.31161465054173
DM-06-01-05-03F,232.2290041252568
DM-06-01-05-04F,72.30198043786186
DM-06-01-06-01F,49.29385038755712
DM-06-01-06-02F,52.10553716554987
DM-06-02-01-01F,32.83163787515986
DM-06-02-01-02F,46.804148542957016
DM-06-02-02-01F,95.9599734022003
DM-06-02-03-01F,134.34539672229542
DM-06-02-03-02F,18.889690784764067
DM-06-02-03-03F,157.66347427006815
DM-06-02-04-01F,49.120130975964
DM-06-02-04-02F,157.83127388976686
DM-06-02-05-01F,125.8077113184844
DM-06-02-05-02F,28.357601953056278
DM-06-02-06-01F,185.31885762980096
DM-06-02-06-02F,18.910800128972358
DM-06-02-07-01F,517.8360777777779
DM-06-02-07-03F,136.3780116526145
DM-06-03-01-01F,81.29136127132445
DM-06-03-02-01F,6.854425115740739
DM-06-03-02-02F,133.37020127384153
DM-06-03-03-01F,59.17832084526435
DM-06-03-03-02F,128.34993723193773
DM-06-03-03-03F,80.34259931445457
DM-06-03-04-01F,69.93374460566912
DM-06-03-04-02F,104.07032348955924
DM-06-03-05-01F,26.018462938058804
DM-06-03-06-02F,107.42733642896941
DM-06-03-07-01F,64.6650156029555
DM-06-03-08-01F,56.66998163810894
DM-06-03-08-03F,133.68860920073243
DM-06-04-01-01F,55.459402081236796
DM-06-04-01-02F,1.771226552087026
DM-06-04-01-03F,342.88416738107543
DM-06-04-01-04F,31.60341533438448
DM-06-04-02-01F,153.0402918688047
DM-06-04-02-03F,50.00691032594087
DM-06-04-03-01F,319.9708053107527
DM-06-04-03-02F,0.34140534430921526
DM-06-04-04-02F,121.17968878804142
DM-06-04-04-03F,269.22480873262975
DM-06-04-04-04F,6.371295083472007
DM-06-04-05-01F,139.15732934442016
DM-06-04-05-02F,310.1401912819625
DM-06-04-05-03F,58.05909613987603
DM-06-04-06-01F,279.10365362747314
DM-06-04-06-03F,179.80266699596777
DM-06-04-06-04F,126.67403897513441
DM-06-04-06-05F,74.10139018500877
DM-06-04-07-01F,194.90560039082297
DM-06-04-07-02F,135.23405745116034
DM-06-04-07-03F,128.27019865109727
DM-06-04-08-01F,213.480050178994
DM-06-04-08-02F,129.6552253245459
DM-06-04-08-03F,258.0647135072268
DM-06-05-01-01F,89.63636509416398
DM-06-05-01-02F,134.22427538880274
DM-06-05-01-03F,52.17369122655236
DM-06-05-02-01F,61.079831142546965
DM-06-05-02-02F,39.30592674736342
DM-06-05-03-01F,77.81017138433717
DM-06-05-03-02F,167.9572827514007
DM-06-05-03-03F,161.08591783164374
DM-06-05-04-01F,39.92737184798699
DM-06-05-04-02F,77.65375075369337
DM-06-05-05-02F,247.9718636298364
DM-06-05-05-03F,268.018206478507
DM-06-05-06-01F,139.53361685605427
DM-06-05-07-01F,96.74175925472566
DM-06-05-07-02F,66.10849833175077
DM-06-05-08-01F,115.74208353705923
DM-06-05-09-01F,146.46964685191153
DM-06-05-09-02F,256.4168546182155
DM-06-05-09-03F,124.95953832533183
DM-06-05-10-01F,9.2295615575643
DM-06-05-10-02F,59.43461061827955
DM-06-05-10-03F,78.64468061768056
DM-06-06-01-01F,161.1490598436823
DM-06-06-01-02F,64.00496885247631
DM-06-06-01-03F,118.617003378727
DM-06-06-02-01F,111.05073415884874
DM-06-06-03-01F,89.79878328394761
DM-06-06-03-02F,123.06186263648463
DM-06-06-04-01F,227.72562550070882
DM-06-06-05-01F,77.97837569451121
DM-06-06-05-03F,79.45508289977943
DM-06-06-06-02F,31.37732658676001
DM-06-06-06-03F,21.082324301490402
DM-06-06-06-04F,391.3383288345263
DM-06-06-07-01F,116.01260327258687
DM-06-06-07-02F,162.36123824037352
DM-06-06-07-03F,10.803214268597294
DM-06-06-08-01F,130.93511325922398
DM-06-06-08-02F,44.94481505618819
DM-06-06-09-01F,238.14692672652282
DM-06-06-10-01F,28.374452173160623
DM-06-06-10-02F,11.402789424677026
DM-06-06-11-01F,55.19312747320927
DM-06-06-12-01F,52.754621995655945
DM-07-01-01-01F,138.08025414797643
DM-07-01-01-02F,91.35369379069817
DM-07-01-03-01F,204.48065914591496
DM-07-01-04-01F,184.23254052419358
DM-07-01-04-02F,168.77265419653526
DM-07-01-04-04F,123.82265117980886
DM-07-01-05-02F,36.636733363201905
DM-07-01-05-03F,135.52386470280763
DM-07-01-05-04F,126.99100291965355
DM-07-01-06-01F,155.9282883363202
DM-07-01-06-02F,214.12733124253282
DM-07-01-06-04F,70.30769727449224
DM-07-01-07-01F,228.67966552899387
DM-07-01-07-02F,197.2883591765276
DM-07-01-08-02F,159.94156083430346
DM-07-01-09-01F,77.58498519265233
DM-07-01-09-02F,54.676871740591416
DM-07-01-09-03F,172.1381805777015
DM-07-01-09-05F,157.1217494997013
DM-07-01-09-06F,96.53417611260454
DM-07-01-10-01F,182.06286528701287
DM-07-01-11-01F,248.49840715836584
DM-07-01-11-03F,233.05611007797833
DM-07-04-01-01F,147.36584372873077
DM-07-04-02-01F,104.4462742980884
DM-07-04-02-02F,109.52956978046596
DM-07-04-03-01F,79.12641152628436
DM-07-04-03-02F,27.449997562889248
DM-07-04-03-03F,213.05196030568518
DM-07-04-04-01F,79.0132374850657
DM-07-04-04-02F,101.52614503434887
DM-07-04-05-01F,115.83269623325073
DM-07-04-06-01F,130.90916651951878
DM-07-04-07-01F,77.37847070072064
DM-07-04-08-01F,90.08843084794984
DM-07-04-09-01F,700.0
DM-07-04-10-01F,69.61479809094355
DM-07-04-11-01F,82.4973383885902
DM-07-04-11-03F,207.3576793579709
DM-07-04-12-01F,42.684054099462365
DM-07-04-13-01F,0.0
DM-07-04-13-02F,96.0430805132554
DM-07-04-14-01F,31.122560274790914
DM-07-04-15-01F,152.99344043201236
DM-07-04-16-01F,54.08247841921557
DM-07-04-16-02F,70.58913562574672
DM-07-04-16-05F,62.92834849551582
DM-07-04-18-01F,0.0
DM-07-04-19-01F,109.25383830263974
DM-07-04-20-01F,13.810657032880874
DM-07-04-21-01F,0.0007117383512544798
DM-07-04-22-01F,160.170137467998
DM-07-04-22-02F,145.76085872909198
DM-07-04-23-01F,305.4058006294803
DM-07-05-01-01F,64.01697756364204
DM-07-05-02-02F,498.2816395094085
DM-07-05-03-01F,58.75137186913295
DM-07-05-04-01F,2.6434550851254484
DM-07-05-04-02F,211.6717563082769
DM-07-05-04-03F,83.8259858572282
DM-07-05-05-01F,152.61412797204665
DM-07-05-05-02F,233.96579559998506
DM-07-05-06-01F,22.590172071163597
DM-07-05-06-02F,108.85238075268815
DM-07-05-07-01F,124.69915991796806
DM-07-05-08-01F,90.96323658527483
DM-07-05-09-01F,1.4467227630568356
DM-07-05-09-02F,218.36858730815177
DM-07-05-10-01F,0.0
DM-07-05-10-02F,63.41006784236858
DM-07-05-11-01F,150.12008032331133
DM-07-05-11-02F,492.6987780316606
DM-07-05-11-03F,1.2668918981481483
DM-07-05-11-04F,178.05679988102176
DM-07-05-12-01F,110.01362090305713
DM-07-05-12-02F,28.6753045874936
DM-07-05-12-03F,293.6845856059332
DM-07-05-13-01F,0.0
DM-07-05-14-01F,7.712868027180406
DM-07-05-15-01F,92.16297757616489
DM-07-06-01-01F,82.23789834442739
DM-07-06-01-02F,79.38413974761052
DM-07-06-02-02F,2.400148604304149
DM-07-06-02-03F,35.268027501353934
DM-07-06-02-04F,94.92513563693426
DM-07-06-03-01F,128.72158674362336
DM-07-06-03-02F,0.022090509259259244
DM-07-06-03-03F,0.17786945937873352
DM-07-06-03-04F,218.93874707270155
DM-07-06-04-01F,2.6706385887096773
DM-07-06-04-03F,110.03373199351425
DM-07-06-05-02F,117.25327008412984
DM-07-06-07-01F,101.40169329660966
DM-07-06-08-01F,59.10471153076463
DM-07-06-09-01F,100.2184487232973
DM-07-06-10-01F,44.0129497162485
DM-07-06-11-01F,124.64292521955906
DM-07-07-01-01F,223.35885428667427
DM-07-07-02-01F,128.85795173984465
DM-07-07-02-03F,6.733952191606928
DM-07-07-02-04F,96.91785841344513
DM-07-07-04-01F,63.212021385902034
DM-07-07-04-02F,154.13923703687706
DM-07-07-04-03F,45.34200121426439
DM-07-07-05-01F,117.34967083034645
DM-07-07-05-02F,2.6582972803592764
DM-07-07-06-01F,183.81954773798853
DM-07-07-06-02F,147.30302361857824
DM-07-07-06-03F,1.7798542936081245
DM-07-07-07-01F,132.80670706391876
DM-07-07-07-02F,4.202985137768818
DM-07-07-07-03F,68.3710045683017
DM-07-07-08-01F,45.87209041373614
DM-07-07-09-01F,3.2404007467144567
DM-07-07-10-01F,45.84630764919686
DM-07-07-11-01F,52.93527010902031
DM-11-03-05-01F,144.09740800029456
DM-11-03-06-01F,166.87822195297625
DM-11-03-11-01F,190.1106294398514
DM-11-03-32-01F,217.73267946824794
DM-11-03-32-02F,19.358751280816332
DM-11-03-33-01F,279.3962198176725
DM-11-03-34-01F,206.21037666922044
DM-11-03-34-02F,47.387760162311565
DM-11-03-39-01F,259.4414554662329
DM-11-03-40-01F,180.2405985687517
DM-11-03-40-02F,93.263240676069
DM-11-03-41-01F,223.8266999334645
DM-11-03-42-01F,120.77085088751524
DM-11-03-42-02F,57.836414797790134
DM-11-03-43-01F,146.76862814742603
DM-11-03-43-02F,197.6812365955915
DM-11-03-44-01F,161.0790406257303
DM-11-05-26-01F,256.50125192587507
DM-11-05-27-01F,93.29342794470521
DM-11-05-28-01F,387.6815841009928
DM-11-05-29-01F,122.39837975086813
DM-11-05-30-01F,147.32471254035335
DM-11-05-30-02F,63.74249389976138
DM-11-05-31-01F,178.60286963449968
DM-11-06-09-01F,261.8094968335204
DM-11-06-09-02F,301.9762431443899
DM-11-06-09-04F,66.63202306919335
DM-11-06-10-01F,190.09335623842176
DM-11-06-11-02F,189.5921166315023
DM-11-06-15-01F,191.32971065516804
DM-11-06-17-01F,203.4774047707381
DM-11-06-18-01F,108.65590844911098
DM-11-06-18-02F,56.387920859655
DM-11-06-19-01F,110.65559503726188
DM-11-06-19-02F,80.90901791666666
DM-11-06-24-01F,107.06138632359949
DM-11-06-24-02F,326.55122178884045
DM-11-06-25-01F,412.5911860248369
DM-11-07-47-01F,266.8694379690516
DM-11-07-47-02F,254.29292116892285
DM-11-07-50-01F,246.7516117073811
DM-11-07-51-01F,165.61662025702776
DM-11-07-52-01F,314.92152244383306
DM-11-07-53-03F,337.34494430746264
DM-11-07-53-05F,123.41032986993702
DM-11-07-54-01F,83.38731144680439
DM-11-07-54-02F,253.93315088288315
DM-11-07-55-01F,210.1821943638157
DM-11-07-56-01F,176.78732451848404
DM-11-07-57-01F,1.774153210978836
DM-11-07-57-02F,92.99246954498835
DM-11-08-07-01F,262.90652228778123
DM-11-08-08-02F,68.03875887433207
DM-11-08-12-02F,181.69888668115584
DM-11-08-13-02F,81.44034612023317
DM-11-08-14-01F,316.2894746667438
DM-11-08-16-01F,297.0982840817751
DM-11-08-20-01F,233.82288223906437
DM-11-08-21-01F,231.9155788538428
DM-11-08-22-01F,268.56741543199684
DM-11-08-23-01F,0.10473489664159012
DM-11-10-58-01F,121.10124527980679
DM-11-10-58-02F,207.56528469767906
DM-11-10-59-01F,102.0902999042463
DM-11-10-60-01F,240.20046400615993
DM-11-10-61-01F,119.78709576165134
DM-11-10-62-01F,275.536077316019
DM-11-10-63-01F,230.88640387526752
DM-11-10-64-01F,108.24564288071163
DM-11-10-65-01F,243.5979265291338
DM-11-10-66-01F,260.7505348951123
DM-11-10-66-02F,275.20174632019035
DM-11-10-67-01F,113.9987582581203
DM-11-10-67-03F,95.92464606422607
