,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
DM-01-07-01-02P,0.5964669354838709,0.5836725,0.5708875000000001,0.5568925000000001,0.5410000000000001,0.5254549999999998,0.5137050000000001,0.5519724999999999,0.6522999999999999,0.89479,1.2102674999999992,1.2091225,1.2269850000000002,1.1232825000000004,1.0384899999999992,1.0202650000000006,0.9977500000000004,0.9312775000000004,0.8311774999999995,0.7534999999999996,0.701545,0.6631274999999999,0.6314449999999999,0.6049624999999997
DM-01-07-02-01P,3.069455267044784,2.978749365079365,3.064616587301588,3.165310396825397,4.353869404761904,7.126426904761905,8.22098488095238,8.53218888888889,8.399891666666667,8.271434761904763,7.993237261904762,7.60933253968254,7.221164444444443,7.033968333333332,7.051588333333332,7.152373333333335,7.571272222222221,8.285686666666667,8.68829515873016,8.821993888888889,8.698277261904764,8.009769007936509,6.478065158730159,4.709756666666666
DM-01-07-02-02P,2.8960447462483754,2.723915555555555,2.7650627777777776,2.8659761111111117,3.398293333333333,5.010750256410256,6.109309444444444,6.720508787878789,6.629201111111113,6.481327777777779,6.076662222222224,5.602560555555555,5.298255555555555,5.122713333333335,5.13675888888889,5.177452222222223,5.399678888888887,6.036509999999999,6.663196111111113,6.751410000000002,6.661891111111112,6.264976132478633,5.484718333333333,4.410040555555555
DM-01-07-02-03P,3.385965322580644,3.367957500000001,3.406645,3.4438100000000023,4.3508375,5.920327500000003,6.957029999999997,7.514889999999999,7.362639999999997,7.106934999999998,6.629649999999996,6.287387500000003,6.135812500000002,5.978515000000002,5.986592499999999,6.016187499999997,6.195687500000001,6.902540000000002,7.364822500000002,7.4180449999999984,7.19724,6.788947499999996,5.974292499999999,4.8119
DM-01-07-03-01P,2.300531503308519,2.288783690476191,2.3651381349206355,2.3988505555555557,3.041529444444444,4.501081904761905,4.718784682539681,4.733774444444444,4.745629444444445,4.776359444444443,4.740263333333333,4.582957777777778,4.416416071428571,4.369512777777778,4.429831666666667,4.450462777777779,4.624482777777778,4.956788333333334,5.187050726495727,5.285414603174604,5.200586666666667,4.9800857070707085,4.274353095238094,3.379634444444444
DM-01-07-03-02P,1.598370886505967,1.5876449999999998,1.6691048412698417,1.7051069444444442,2.298672896825397,3.638613333333335,3.6781627777777777,3.627417222222221,3.657707083333333,3.682033333333332,3.6591122222222223,3.5161877777777777,3.3827333333333334,3.3571805555555563,3.433237222222223,3.455496111111111,3.6036538888888887,3.8857527777777774,4.088963888888888,4.171804087301587,4.096533888888889,3.9458736111111112,3.3691066666666662,2.601039444444444
DM-01-07-03-03P,1.967513764327071,1.9663936904761905,2.094585198412698,2.129756825396825,2.7637070634920637,4.289667777777777,4.49512818181818,4.420401666666667,4.436412420634921,4.494796666666668,4.491993611111112,4.356738134920636,4.195685476190477,4.152172777777779,4.220200198412699,4.237357777777778,4.401066111111111,4.711539444444444,4.930450436507937,5.03527623015873,4.961758888888888,4.769307281746033,4.004881428571428,3.0345811904761906
DM-01-07-03-04P,0.9550089270944108,0.9126061904761908,0.9849471031746032,1.020567619047619,1.6334832539682538,3.20728611111111,3.565867673160173,3.6277488888888887,3.615784484126984,3.622738333333333,3.5775172222222222,3.399268333333334,3.2046833333333327,3.137119999999999,3.1902927777777776,3.2117138888888896,3.403371111111112,3.775877222222222,4.035269797979798,4.143601666666667,4.052851944444445,3.798281136363636,3.0481438888888888,2.072824563492064
DM-01-07-04-01P,3.00792743117098,2.8480603571428573,2.8990729365079355,3.015382777777777,3.5577333333333323,5.2242338888888895,6.2831205555555565,6.845643333333332,6.749894126984126,6.640321666666665,6.294379484126984,5.806657222222223,5.520514761904761,5.336225833333334,5.341508333333334,5.359856666666665,5.531572777777777,6.140903412698412,6.750157777777777,6.857128333333333,6.756767222222222,6.426819444444443,5.591563333333334,4.511407301587301
DM-01-07-04-02P,1.108387210504549,1.089215912698413,1.160144642857143,1.1893083333333334,1.7415919444444443,3.041082857142857,3.132909365079365,3.0771900000000003,3.1278566666666667,3.1817527777777785,3.18084496031746,3.0587033333333338,2.9270548412698423,2.9061483333333333,2.975433888888889,2.987077777777777,3.114217222222222,3.3807138888888897,3.594088888888889,3.690946468253968,3.61982,3.4778494444444443,2.9090538888888884,2.130945
DM-01-07-04-03P,3.1809054280397038,3.0147182142857143,3.05612,3.1653958333333336,3.6778500396825393,5.28207503968254,6.378726230158729,6.982980555555556,6.888781944444446,6.731483492063491,6.333946111111112,5.85553726190476,5.554323333333332,5.379025992063492,5.386898968253967,5.435370476190476,5.657635555555556,6.285180079365079,6.92392996031746,7.000929444444443,6.921080357142855,6.530485238095237,5.758614801587301,4.691652857142856
DM-01-07-04-04P,2.8195132340777502,2.634011349206349,2.675555131257632,2.776571031746032,3.246729960317461,4.56964746031746,5.468263888888889,5.978081111111111,5.930037777777779,5.817671944444445,5.468928333333333,5.057355,4.798580000000002,4.63394888888889,4.658016111111111,4.690280555555556,4.869436111111113,5.412089444444446,5.982869444444446,6.083752222222224,6.020220555555555,5.687689074074075,5.034802222222221,4.091328441558441
DM-01-07-04-05P,2.2485713576745834,2.2263012698412705,2.304728214285714,2.3429932936507933,2.936655873015873,4.340535912698413,4.4166357539682535,4.2700008333333335,4.200335,4.247732023809523,4.291779484126983,4.205487222222223,4.1035233333333325,4.09674111111111,4.177129444444445,4.186142222222222,4.338934325396826,4.596048333333333,4.808331666666666,4.941686111111111,4.889665555555554,4.741091111111111,4.116253888888889,3.2741561111111106
DM-01-07-04-06P,0.7934502821103626,0.818553492063492,0.8578674603174605,0.8739161111111111,1.205305,1.9591411111111112,1.825330535714286,1.6977194047619046,1.601383095238095,1.5958911111111111,1.6610594444444446,1.6525544444444444,1.6427372222222223,1.6660011111111108,1.7122713095238098,1.734771111111111,1.817946865079365,1.899436349206349,1.9590377777777777,2.0132151984126985,1.9691116666666664,1.9069677777777776,1.6723538888888891,1.2572632539682542
DM-01-07-04-07P,2.0762413089170506,2.0575103339761904,2.124596744710318,2.1498674905378508,2.626534279642857,3.748643030515873,3.987678715583028,4.111746109206349,4.175319489166666,4.198270191349206,4.116006665,3.934765576746032,3.761534475595238,3.7033370527777776,3.7412981934920633,3.7452718693650793,3.882315299880952,4.199337869801586,4.461817168174603,4.548042837341271,4.475377714325399,4.307282494206349,3.768713190031745,3.072394910174604
DM-01-08-01-01P,2.217146035684745,2.1953994047619045,2.27217757936508,2.3053923565323573,2.828645,4.103664166666667,4.249702361111111,4.253625555555556,4.25468380952381,4.288237777777778,4.266803531746032,4.137327777777778,3.998268095238095,3.954463888888889,4.010608888888888,4.009730277777778,4.139136944444444,4.426979484126985,4.676865674603175,4.803871111111111,4.738271111111112,4.595583787878789,4.00768,3.2327554365079365
DM-01-08-01-02P,1.750824168439088,1.7396079365079364,1.8140993199855695,1.847636428571428,2.400688968253968,3.715137023809524,3.912736111111111,3.956964444444445,3.9667605158730166,3.979369999999999,3.9361994444444446,3.782213888888889,3.625812222222222,3.5759,3.624473333333333,3.6309386904761904,3.7811677777777777,4.096035555555556,4.349302777777778,4.463240992063492,4.391290396825397,4.216559444444443,3.5912188095238102,2.7910522222222225
