,BaseDemand,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Remark
DEFAULTFLOW,1.0,0.676921624,0.616441464,0.591805503,0.581207637,0.611239283,0.803892741,1.133745672,1.354306137,1.357605013,1.316283079,1.227402183,1.132494144,1.066812236,1.028620976,1.006140355,1.0059897,1.050195161,1.126653262,1.150656383,1.127030836,1.147873015,1.069804742,0.969386882,0.847491971,23.999999999
DM-01-01-02-01F,121.21983843445982,0.7180923819205774,0.7030608434367547,0.6985584723994991,0.689854544698359,0.7393348323359408,1.1197795419821557,1.2344531579828633,1.2854884095236532,1.2089337083942542,1.103048597169588,1.0669107398106767,1.0375614405090445,1.0042838458612147,0.9820437785553258,0.9785787168788332,0.9768770073645735,1.0012585230081101,1.1387003067070718,1.1905756940733794,1.2085687942712813,1.2046343776646824,1.097129946227859,0.8846211759264441,0.7276511632978567,24.000000000000004
DM-01-01-02-02F,502.180392811786,0.9947055667161173,0.991274733821847,0.9847193105559375,0.9787334291393512,0.9719502409660545,0.9806896904689679,0.9879628595289838,0.9902401213514853,0.9837287153905373,0.9847893394300224,0.9891682546720764,0.9911833404333378,1.0000425364111394,1.0058299942471358,1.0099429231619825,1.0145661568546172,1.0186519377965064,1.022047299860416,1.0223517346511486,1.021998294208719,1.0208680337848144,1.0172445072502436,1.0129981582317444,1.0043128210668173,24.000000000000007
DM-01-01-03-01F,92.48661789923784,0.6283749699311013,0.6149878248632861,0.6101342892170454,0.5931175956455864,0.6409617195453062,0.883621109878024,1.0824251050659208,1.1990342339619786,1.251022252918248,1.2825731091991692,1.260625924438359,1.219049776293573,1.1802677152726595,1.1705724807073516,1.1362554186143852,1.110732007587447,1.0942644265452321,1.1132796356738481,1.122594217751949,1.0826392951430561,1.0564900772182604,0.977125331826474,0.8843019232806811,0.8055495594210631,24.00000000000001
DM-01-01-03-02F,141.34435930933424,0.7039779548925721,0.6705649337432622,0.6703394937618253,0.6812841546756447,0.7020792168974853,0.9533910132244284,1.1209612978248475,1.1784280831431388,1.1641777300516396,1.143474540716338,1.1121476062315987,1.0569935518652303,1.0420494420321833,1.056943224570264,1.0685468540058674,1.0579079127012425,1.0665340960986505,1.1369149584962406,1.172833700382706,1.164229042238468,1.1392387906058552,1.0777698256106554,0.9711339153963959,0.8880786608334621,24.000000000000004
DM-01-01-04-01F,211.5903877163831,0.6886533795368522,0.6456094865008687,0.6464490872892442,0.6468389251528198,0.6869850649678884,0.923923244005749,1.144630614357149,1.237579898533361,1.2137260304071307,1.1810069669987289,1.1245799342266207,1.0547547203051586,1.0316927848191833,1.0127822056696387,0.9951369034213601,0.9919870611658633,1.020418941070912,1.1077423175454821,1.1697992876822172,1.1904863775342687,1.1953124804601547,1.1408608362583776,1.0236705914315902,0.9253728606593774,23.99999999999999
DM-01-01-05-01F,313.79753941163,0.6891519692485919,0.6500309779707963,0.6497318385912946,0.6548685320206145,0.7171386636804737,0.9268913516854995,1.1526670220136586,1.237267625766317,1.1960256958477529,1.1501348160521654,1.1120397357161873,1.0550262178713747,1.040356064025188,1.0300494205976383,1.0239328435719695,1.0239056503067212,1.0392683998674463,1.12553933614579,1.1736984223939242,1.1802098769504188,1.1771765810705503,1.1169046268274354,0.9871691885997963,0.8908151431783974,24.0
DM-01-01-06-01F,46.67261200716845,1.15779834884707,1.1466142898269394,1.1252195500822817,1.0606022063049383,0.9779053686228724,0.8641433642238553,0.7113529219155741,0.7024658052876712,0.7034656779037465,0.7022607622857574,0.7808221821202311,0.9755312471231825,1.1279599843606716,1.152877316801134,1.1372111099133209,1.1179163330478155,1.0632677653298204,1.0378216984068946,1.0463044886658546,1.0604374807472206,1.0610641290227332,1.0608291359194162,1.0800640125821144,1.1460648206588888,24.0
DM-01-01-06-02F,134.20145489323622,0.714182508960394,0.6879879290626026,0.6866080049286337,0.6950498558747116,0.7259868454937888,0.9873552964572538,1.131619352127562,1.1944595908269295,1.1843140158572534,1.1494897154954462,1.110999116724009,1.0619479362417772,1.0574847096258446,1.0602268797915793,1.05893005716019,1.0439605344972032,1.0498594343090546,1.1133366753122556,1.1400196704932115,1.1392746391261945,1.1195276647140262,1.0576089010266003,0.9447989450756924,0.8849717208177899,24.000000000000007
DM-01-02-01-01F,92.36957890991177,0.5646973309223943,0.5168349835920326,0.5070497561877705,0.5172311293870914,0.6066645896786579,0.9515018202167719,1.2130160588321255,1.3933084059873095,1.3356014254840638,1.2579270561192304,1.2146694474570627,1.126745204815033,1.067905540174105,1.028266398282757,1.0236173047322457,1.033926999992583,1.076929532355815,1.1947215309795138,1.2121736696209693,1.200481992422868,1.217537020318407,1.0944815220000936,0.896713966579674,0.7479973138614274,24.000000000000007
DM-01-02-02-02F,43.92651888400018,0.39851306195887515,0.30709303924189246,0.3621746626503757,0.3984550928679562,0.6569811316537785,1.0550529965447533,1.1985281241748051,1.2856441747048986,1.2922695721312198,1.227503297417756,1.1766945933030082,1.172504588977068,1.155818540511059,1.1191707174824752,1.080913376116663,1.0802509664614102,1.1886959679446725,1.2437025279629925,1.2304590242981308,1.2798826440258246,1.2887481461201216,1.1163444703822116,0.964703848013554,0.7198954350545002,24.0
DM-01-02-03-02F,118.17296926896672,0.6887233400886029,0.6353120972482177,0.6148998489831095,0.615675962518247,0.6892800976234204,0.8672309547459153,1.0806865922866733,1.2113956146184175,1.2159353404870263,1.2137118968658558,1.1649297242655978,1.100135490410672,1.058201548319415,1.0256026789371941,1.0054611633608916,0.9952066938189001,1.015002350072457,1.1016878213472847,1.164981113769204,1.1899813490676012,1.2145855676433484,1.1693227477159136,1.06240490717656,0.8996450986294792,24.0
DM-01-02-04-02F,150.92283291729106,0.6490295010170167,0.6276426758337637,0.625070787701569,0.627534965261912,0.6575879496383301,0.9455203098347197,1.2200363220170054,1.2738320332561803,1.1962344967119634,1.082999833200519,1.0617203234592651,0.9996416960119069,1.046215001867599,1.0901176161963892,1.1005801102925652,1.1068102250214282,1.0892938387545898,1.1750015109627114,1.2225024550763277,1.2014824406573827,1.1863277983583442,1.1313064631971086,0.8914949673867996,0.7920166782846007,24.0
DM-01-03-01-01F,146.55266647157728,0.5318383488237101,0.5298579225299148,0.5603386745450093,0.5830367130359108,0.658841675322239,1.1941907464780597,1.2728605418297936,1.2990024081451146,1.219860937259363,1.083349097271614,1.083792884297868,1.0589728628669643,1.0384926185912022,1.0513536745405072,1.0495218694942947,1.0476617176347813,1.0745221043141735,1.2053690318434747,1.239430085062258,1.2405104519294958,1.22382543397766,1.0641522809229906,0.9060564279096456,0.7831614913739507,23.999999999999993
DM-01-03-02-01F,71.73068410881233,0.48869689893618345,0.4793851538658051,0.5039923366313547,0.5254493508060525,0.6135306257307772,1.085072166593798,1.3253879479578268,1.4037463963311971,1.3385433240168716,1.2257992076532496,1.1646609713920928,1.1048130071995848,1.0543928416929598,1.010216300015752,0.9975773300994736,1.0038453207599622,1.0566709316038931,1.2022805750813434,1.2479147130324355,1.2397954642396898,1.2359716299165147,1.0526854848652165,0.8839703361927753,0.755601685385195,24.000000000000007
DM-01-03-06-03F,178.9345200118598,0.544437496171693,0.534158363762188,0.5695927563046954,0.5868831505052763,0.6790507042459085,1.0822188605795933,1.2228612052118062,1.2832376316330711,1.2401809120101417,1.1603431802104955,1.1167486357173917,1.070779321807083,1.05404020518178,1.0425198129601003,1.0349430665918506,1.032561460108792,1.0511764573221694,1.1686319514980579,1.2057297169381451,1.2108788610996837,1.2037991981991696,1.1096736310870958,0.9507917501134594,0.8447616707403487,23.999999999999993
DM-01-04-02-01F,275.5348084590421,0.5427601704618713,0.5383099947050433,0.5795231227687817,0.5961984459774508,0.689133227421253,1.1648650767627495,1.3036009503874921,1.3390442426789628,1.2560291883390167,1.1376696700382685,1.112150637580069,1.074121660232893,1.0477483263299405,1.0352538684290695,1.0209408806576086,1.0089321222329077,1.033467192543715,1.1554598310330426,1.2131597730550017,1.213207277932461,1.1954025704470332,1.0561377431045895,0.9001563599247472,0.7867276669560296,23.999999999999996
DM-01-04-03-02F,198.45276846655247,0.5832731670385908,0.5912709610778825,0.6323783452508742,0.6560290744618559,0.720206233816441,1.1627493873189663,1.2765503501553126,1.3016214682563312,1.223549683480155,1.100863932760462,1.0720813224002537,1.0438248928729839,1.022044105634381,1.016512690075581,1.0126388965291182,1.0241941174973974,1.044578740889126,1.1645392203083096,1.1928206551082678,1.1956437430063218,1.1813707732535281,1.0519373645989185,0.9098980583891991,0.8194228158197435,24.0
DM-01-04-05-01F,244.40655111575248,0.5981209211346552,0.5936398561810864,0.6319329402413673,0.644192773970359,0.7069704302912131,1.1250367904325576,1.2207667794798112,1.2502938116514402,1.1948031038549152,1.0947588482678645,1.0646607083788062,1.0335387474412279,1.0213527172038088,1.0177246866323038,1.0190624624555074,1.0141482078391186,1.0318554079425495,1.1427429003038199,1.1794968694117869,1.218292502626838,1.2369424171627368,1.1306634828962168,0.9829585413832359,0.8460440928167782,24.000000000000007
DM-01-04-06-01F,358.03099632679147,0.9378365435191194,0.9241912888876566,0.8915981791622183,0.879749074426266,0.8577908389238555,0.8282877884680694,0.8405870284360124,0.8893648229419697,1.006309237527239,1.2279151585890524,1.2353630389970853,1.235707713906077,1.1354586099810657,1.0467501419751104,0.9729776142222474,0.959444206166511,0.9540025330868139,0.9173864431510574,0.9697517191406574,1.1120197115710584,1.1271916003386298,1.07960945229629,1.0903246746088533,0.880382579677085,24.0
DM-01-04-06-02F,3.5215776559238257,0.5794521943758245,0.4456168078272052,0.4262181220195221,0.40950289258375877,0.5211022813740073,0.5544881610078591,0.6627088405208156,1.590291175759573,1.830192173228244,1.4019642015125298,1.1018021181226045,0.8298742643799538,0.8954953602423461,1.9389925682142921,1.9762452387105203,1.20821993387633,1.2463907534663017,1.045012749384249,1.1275383837738981,1.1341587059057716,0.872694148852312,0.857585756664911,0.7267229464662237,0.6177302217309429,24.0
DM-01-05-01-01F,215.89977382146307,0.5960523617288536,0.5703276531940678,0.5703998969373475,0.5825046717543994,0.6814724058438264,0.9700752692515204,1.1836772748326665,1.2975925355897076,1.2778244675040924,1.237482330669209,1.1790642568496363,1.118294294345628,1.0710875080437803,1.0374585499467301,1.027848339410698,1.0285637258318099,1.067466397768568,1.1483580527538257,1.1922007345188954,1.2050671533357098,1.1853819892884683,1.0902158999040032,0.9206741266837083,0.7609101040128431,23.999999999999993
DM-01-05-01-02F,113.42919190932837,0.5876599891132386,0.5730776744946143,0.5850024643592467,0.5895911892239948,0.6712831416619949,0.9887583794844186,1.1599797255754327,1.2468020635347907,1.2348500332243868,1.2182348645048846,1.1762963903347985,1.1303836813840256,1.0826165464164033,1.0889515450091445,1.0948921313340176,1.1083756881654525,1.1188133805880827,1.1812045617335656,1.1901325098350166,1.1736774384900626,1.1424260435991986,1.0347562813550444,0.8728000727536086,0.7494342038245735,23.999999999999996
DM-01-05-03-01F,161.594906686593,0.676456305233722,0.6195775324459113,0.6332844102266607,0.6315242610349234,0.7069543581733739,0.9118566964393237,1.1219134155856312,1.2512495442270604,1.2451288415029398,1.2142254653396718,1.1500094379779022,1.0715128987174085,1.0548077149068624,1.0366586368248591,1.0253231565604426,1.0191832158799774,1.0429057843393528,1.1163613162415444,1.1724539760876889,1.1767247646104335,1.1725407576836515,1.0984323806628224,0.9879897156883876,0.8629254136094466,23.999999999999996
DM-01-05-04-01F,207.49215926227666,0.6938451740481733,0.6613946278755392,0.654858272584138,0.6588828449210883,0.7199618697163325,0.9193262708767459,1.1288903782357191,1.2449053774229613,1.2317910249727557,1.1972080357058064,1.140599976959033,1.0820501732690724,1.0412027620702236,1.006192740214219,0.9939734364832427,0.9948397733296939,1.0296948926952068,1.1093548013412966,1.1712445258226107,1.1799279921925743,1.1729334804887799,1.1059351851451475,0.9979352881113926,0.8630510955182521,24.000000000000007
DM-01-06-01-01F,111.9735944867856,0.5115439229012445,0.49172131931809016,0.4935332148001324,0.5044728337930033,0.6377692512409315,0.9205058465749327,1.1995529103776792,1.3593171421969126,1.3635782216201746,1.3115387794509321,1.2573759652614198,1.1750494800273845,1.1011644194970829,1.0573701070210264,1.03488947037138,1.0441769954352191,1.1104251857971674,1.219821157867166,1.2284422380223385,1.2128904182174647,1.1819737672286892,1.0529501615207661,0.8581868433520574,0.6717503481068082,24.000000000000007
DM-01-06-01-02F,102.1835985675391,0.4935219337939857,0.4682022871223423,0.4586218678051985,0.4631030644622584,0.587057914251536,0.8779245292826209,1.2409235288050582,1.4228156776135725,1.4525590857717197,1.37724487167827,1.2829288180400646,1.177392785212101,1.1001729773361135,1.0537808872087298,1.0190097999792596,1.0309809660075615,1.1113583256288686,1.2286937238129687,1.2553380800893592,1.2212186168090942,1.180288416464604,1.0221472757756422,0.8226971813855372,0.6520173856635345,23.999999999999993
DM-01-06-02-04F,0.06721612517187105,1.2874635822628249,1.3005648895729232,1.3342669599444708,1.3489060985826942,1.3619683718015096,1.3840404883768718,1.3894663908725673,1.3180480992465868,1.0777703743240057,0.8154839502396697,0.5699797163110216,0.4267843390433404,0.4099438734265008,0.44102868999866124,0.49790439742695425,0.6138107578122375,0.7524436131463714,0.872590474200369,0.9935103421067071,1.071955397425913,1.1060214037656355,1.1520773525122798,1.2233933244783053,1.2505771131215815,24.0
DM-01-06-03-01F,133.11421159532668,0.5541397189210073,0.49920293751326206,0.4861014417706471,0.48311408386302096,0.5897219966781478,0.8490669039078341,1.1593186466337189,1.3641095696415337,1.3982922337805779,1.3680751310516848,1.2800248999283113,1.1749233278605777,1.0953348415886692,1.0339932699534793,1.0170803702349116,1.0225134441807449,1.0825483846102115,1.203338166305499,1.2321677993324696,1.2116475236245328,1.1804760985175462,1.055984523569555,0.9013000833053956,0.7575246032266684,24.000000000000004
DM-01-06-03-02F,155.97388439829098,0.4533696939726987,0.428094862011261,0.4183646389639853,0.41630779698617526,0.5808715619613014,0.8886251624178534,1.1775743138584431,1.3551353037061185,1.3892101561551509,1.3530584772885845,1.309696007405149,1.2338478466460387,1.1447791956899163,1.0977012298672917,1.0717208385137245,1.0632552441545244,1.1259471253901645,1.2409000232369303,1.2750668469986164,1.2613294818752259,1.21325179265808,1.0483936073983426,0.8229261080390943,0.630572684805332,24.000000000000004
